NUMLINK,ResourceID,External_Identifier_Type,NMRW_External_Xref,External_Source
6005770,28446,LB2,4903,Cadw
6006682,28450,LB2,4823,Cadw
6007813,28451,LB2,4715,Cadw
6005433,28453,LB2,23167,Cadw
6011368,28454,LB2*,4660,Cadw
6012450,28455,LB2*,662,Cadw
6006781,28469,LB2,5246,Cadw
6008613,28478,LB2,4696,Cadw
6003607,28486,LB2,84482,Cadw
6006680,28499,LB2,4829,Cadw
6004085,28514,LB2,4769,Cadw
6003724,28521,LB2*,4796,Cadw
6010049,28526,LB2,22592,Cadw
6007934,28535,LB2*,4924,Cadw
6003687,28537,LB2*,5229,Cadw
6006679,28548,LB2,4832,Cadw
6005572,28557,LB2,16172,Cadw
6008619,28566,LB2,5203,Cadw
6008614,28576,LB2,4689,Cadw
6011220,28582,LB2,5236,Cadw
6008163,28585,LB2*,4710,Cadw
6006678,28594,LB2,4705,Cadw
6006794,28603,LB2,4814,Cadw
6011125,28607,LB2*,24595,Cadw
6007798,28616,LB2,23340,Cadw
6008557,28620,PRN,11809,Gwynedd Historic Environment Record
6008557,28620,PRN,20304,Gwynedd Historic Environment Record
6008557,28620,LB2,4707,Cadw
6008615,28632,LB2,16830,Cadw
6005469,28633,LB2*,4731,Cadw
6012442,28676,LB2,703,Cadw
6006433,28678,LB2,4770,Cadw
6003965,28681,LB2,4774,Cadw
6011271,28682,LB2*,4652,Cadw
6031058,28685,LB2,4634,Cadw
6031059,28686,LB2,4634,Cadw
6006671,28688,PGW2*,PGW(GD)031(GWY),Cadw
6012441,28689,LB1,663,Cadw
6012203,28691,LB2,697,Cadw
6029271,28716,LB2,14967,Cadw
6012438,28723,LB2*,660,Cadw
6012437,28724,LB2,15567,Cadw
6012437,28724,SAM,ME047,Cadw
6054012,28736,PGW1,PGW(Gm)56(SWA),Cadw
6010240,28742,PRN,4997,Gwynedd Historic Environment Record
6012191,28791,LB2,81888,Cadw
6007815,28807,LB2,16012,Cadw
6004953,28808,LB2*,5358,Cadw
6005787,28810,LB2*,4897,Cadw
6012465,28818,LB2,15549,Cadw
6010043,28833,LB2,7781,Cadw
6012434,28846,LB2*,705,Cadw
6012335,28879,LB2*,661,Cadw
6008560,28880,LB2,16853,Cadw
6011210,28889,LB2,4914,Cadw
6049241,28910,LB2,7989,Cadw
6049240,28911,LB2,7990,Cadw
6016298,28918,LB2,8522,Cadw
6046370,28920,LB2,8127,Cadw
6012037,28923,LB2,80781,Cadw
6016526,28924,LB2,14189,Cadw
6049239,28928,LB2,87234,Cadw
6049238,28933,LB2,7946,Cadw
6049237,28935,LB2,7945,Cadw
6046369,28936,LB2,8026,Cadw
6013773,28951,LB2*,7643,Cadw
6009940,28959,LB2*,7597,Cadw
6049236,28962,LB2,87267,Cadw
6049235,28967,LB2,7935,Cadw
6049254,28970,LB2,7952,Cadw
6049253,28972,LB2,7953,Cadw
6049252,28973,LB2,7951,Cadw
6046363,28975,LB2,8202,Cadw
6015777,28982,LB2,7780,Cadw
6016412,28993,LB2,7873,Cadw
6049251,28999,LB2*,7969,Cadw
6049250,29000,LB2,7992,Cadw
6037888,29007,LB2,84289,Cadw
6049249,29018,LB2,7927,Cadw
6046400,29021,LB2,8040,Cadw
6046399,29022,LB2,8044,Cadw
6046398,29023,LB2,8047,Cadw
6046397,29024,LB2,8050,Cadw
6046396,29025,LB2,8054,Cadw
6046395,29026,LB2,8056,Cadw
6046394,29027,LB2,8061,Cadw
6046379,29028,LB2,8062,Cadw
6049248,29032,LB2,7937,Cadw
6043362,29033,LB2,18145,Cadw
6049247,29035,LB2,7966,Cadw
6013837,29036,LB2,8613,Cadw
6014157,29037,LB2,8638,Cadw
6049246,29038,LB2,87236,Cadw
6045951,29052,LB2,7993,Cadw
6046377,29057,LB2,8064,Cadw
6046376,29058,LB2,8065,Cadw
6046375,29059,LB2,8066,Cadw
6046374,29060,LB2,8070,Cadw
6046373,29061,LB2,8072,Cadw
6046372,29062,LB2,8074,Cadw
6046371,29063,LB2,8078,Cadw
6046393,29064,LB2,8080,Cadw
6046392,29065,LB2,8081,Cadw
6046391,29066,LB2,8082,Cadw
6046390,29067,LB2,8084,Cadw
6046389,29068,LB2,8087,Cadw
6046388,29069,LB2,8088,Cadw
6046387,29070,LB2,8091,Cadw
6046386,29071,LB2,8093,Cadw
6046385,29072,LB2,8094,Cadw
6046384,29073,LB2,8095,Cadw
6046383,29074,LB2,8096,Cadw
6046382,29075,LB2,8097,Cadw
6010001,29078,LB2,83023,Cadw
6049245,29079,LB2,7965,Cadw
6046381,29081,LB2,8100,Cadw
6046380,29082,LB2,8160,Cadw
6049244,29083,LB2,7956,Cadw
6046203,29090,LB2,8114,Cadw
6038704,29131,LB2,8351,Cadw
6038500,29140,LB2,8388,Cadw
6012018,29143,LB2,7631,Cadw
6049292,29150,LB2,7977,Cadw
6046283,29158,LB2,8017,Cadw
6043178,29162,LB2*,17325,Cadw
6009941,29163,LB2*,83013,Cadw
6049399,29180,LB2,7694,Cadw
6045974,29207,LB2,7686,Cadw
6038708,29218,LB2,7582,Cadw
6043396,29221,LB2,15623,Cadw
6013785,29227,LB2,7626,Cadw
6012095,29229,LB2,81223,Cadw
6045977,29235,LB2,18527,Cadw
6013829,29251,LB2,8600,Cadw
6038570,29255,LB2,7574,Cadw
6049346,29266,LB2,7959,Cadw
6046279,29273,LB2,8038,Cadw
6043345,29283,LB2*,17256,Cadw
6049293,29292,LB2,7976,Cadw
6013775,29299,LB2,8676,Cadw
6015887,29321,LB2,7785,Cadw
6049345,29331,LB2,7994,Cadw
6013849,29348,LB2,8577,Cadw
6046278,29362,LB2,8107,Cadw
6046277,29363,LB2,8108,Cadw
6015849,29366,LB2,7790,Cadw
6015847,29368,LB2,8658,Cadw
6049344,29393,LB2,7955,Cadw
6049295,29396,LB2,7963,Cadw
6011009,29402,SAM,MG241,Cadw
6013691,29406,LB2,7671,Cadw
6049342,29411,LB2,7960,Cadw
6049395,29412,LB2,7704,Cadw
6049297,29417,LB2,7936,Cadw
6046275,29421,LB2,8071,Cadw
6049341,29422,LB2,7964,Cadw
6016139,29432,LB1,8663,Cadw
6046285,29443,LB2,8067,Cadw
6038589,29446,LB2,8323,Cadw
6016301,29448,LB2,7615,Cadw
6049334,29453,LB2,7995,Cadw
6046273,29455,LB2,8165,Cadw
6046271,29462,LB2,8117,Cadw
6046270,29464,LB2,8118,Cadw
6043239,29465,LB2,17785,Cadw
6046269,29468,LB2,8123,Cadw
6050604,29470,LB2,17354,Cadw
6012100,29481,LB2,7635,Cadw
6033021,29483,PRN,25238,Dyfed Historic Environment Record
6049333,29490,LB2,87229,Cadw
6049332,29498,LB2,7996,Cadw
6012093,29499,LB2,81051,Cadw
6011902,29501,LB2,7585,Cadw
6014124,29508,LB2,82426,Cadw
6013823,29512,LB2,8578,Cadw
6038586,29514,LB2,8332,Cadw
6046268,29519,LB2,8131,Cadw
6046267,29520,LB2,8133,Cadw
6015823,29525,LB2,7742,Cadw
6046276,29526,LB2,8198,Cadw
6016112,29529,LB2,7721,Cadw
6015820,29533,LB2,7743,Cadw
6049331,29549,LB2,7972,Cadw
6007765,29552,LB2,8450 [62/C/59(3) ],Cadw
6007746,29557,LB2,8454 [62/C/63(3) ],Cadw
6016407,29563,LB2,7911,Cadw
6013554,29566,LB2*,15810,Cadw
6013822,29577,LB2*,8624,Cadw
6016406,29579,LB2,7882,Cadw
6046266,29587,LB2,8138,Cadw
6046265,29588,LB2,8140,Cadw
6046264,29589,LB2,8141,Cadw
6009996,29590,LB2,7601,Cadw
6011854,29592,LB2,17403,Cadw
6049390,29593,LB2,17359,Cadw
6043406,29600,LB2,8208,Cadw
6013553,29601,LB2,7861,Cadw
6049328,29603,LB2,7938,Cadw
6043405,29606,LB2,8210,Cadw
6049313,29632,LB2,87251,Cadw
6012101,29635,LB2,81056,Cadw
6049340,29642,LB2,7944,Cadw
6046263,29643,LB2,8007,Cadw
6049339,29661,LB2,87271,Cadw
6049338,29662,LB2,7958,Cadw
6049337,29668,LB2,7922,Cadw
6046259,29670,LB2,8145,Cadw
6046258,29671,LB2,8148,Cadw
6013814,29676,LB2,8627,Cadw
6007762,29681,LB2*,8460 [62/C/69(3) ],Cadw
6013811,29693,LB2,8615,Cadw
6013551,29695,LB2,7690,Cadw
6016432,29713,LB2*,15807,Cadw
6046257,29715,LB2,8162,Cadw
6046256,29717,LB2,8163,Cadw
6046255,29719,LB2,8159,Cadw
6046254,29720,LB2,8161,Cadw
6007691,29728,LB2,7606,Cadw
6016605,29733,LB2,8707,Cadw
6045985,29735,LB2,7683,Cadw
6049389,29745,LB2,17364,Cadw
6013777,29746,LB2,7662,Cadw
6013782,29747,LB2,82418,Cadw
6049388,29750,LB2,7698,Cadw
6016604,29753,LB2,8692,Cadw
6016603,29754,LB2,8691,Cadw
6013948,29759,LB2*,7650,Cadw
6009997,29762,LB2,83034,Cadw
6011907,29765,LB2,16181,Cadw
6049434,29805,LB2,7706,Cadw
6014121,29808,LB2,82431,Cadw
6043248,29811,LB2*,17771,Cadw
6038709,29817,LB2,17573,Cadw
6007755,29818,LB2*,8499,Cadw
6038711,29828,LB2*,7583,Cadw
6049312,29833,LB2,7967,Cadw
6007689,29835,LB2,8654,Cadw
6014120,29836,LB2,8693,Cadw
6049311,29839,LB2,7982,Cadw
6049310,29846,LB2,7980,Cadw
6016431,29849,LB2,7869,Cadw
6015795,29858,LB1,7746,Cadw
6049309,29863,LB2,87230,Cadw
6046251,29865,LB2,8053,Cadw
6010000,29871,LB2*,7607,Cadw
6046248,29875,LB2,8164,Cadw
6049308,29877,LB2,7961,Cadw
6046247,29878,LB2,8113,Cadw
6013719,29881,LB2,18223,Cadw
6049307,29883,LB2,7970,Cadw
6045979,29885,LB2,7684,Cadw
6016428,29886,LB2,7889,Cadw
6049305,29910,LB2,7997,Cadw
6038778,29912,LB2*,7590,Cadw
6049304,29918,LB2,7986,Cadw
6046244,29920,LB2,8204,Cadw
6049303,29922,LB2,7926,Cadw
6049302,29923,LB2*,7975,Cadw
6046243,29926,LB2,8006,Cadw
6049301,29927,LB2,7925,Cadw
6046242,29928,LB2,8103,Cadw
6007759,29929,LB2*,8469,Cadw
6015791,29931,LB2,7847,Cadw
6046241,29950,LB2,8167,Cadw
6046240,29951,LB2,8168,Cadw
6046239,29952,LB2,8170,Cadw
6046235,29956,LB2,8173,Cadw
6046234,29957,LB2,8156,Cadw
6016403,29966,LB2,16779,Cadw
6046233,29969,LB2,8166,Cadw
6049336,29971,LB2,7998,Cadw
6046232,29972,LB2,8155,Cadw
6049335,29977,LB2,7999,Cadw
6046229,29984,LB2,8175,Cadw
6016427,29986,LB2,7891,Cadw
6049299,29995,LB2,8000,Cadw
6052065,30002,SAM,PE403,Cadw
6023800,30014,LB2,6534,Cadw
6051822,30018,LB2*,6021,Cadw
6021542,30026,LB1,14341,Cadw
6021542,30026,SAM,PE380,Cadw
6024905,30050,LB2,15140,Cadw
6020460,30061,LB2,11999,Cadw
6022716,30066,LB2,6603,Cadw
6023801,30073,LB2,6476,Cadw
6023802,30088,LB2,14763,Cadw
6021663,30091,LB2,87082,Cadw
6051929,30093,SAM,PE451,Cadw
6051929,30093,SAM,PE451,Cadw
6021534,30096,LB2*,6328,Cadw
6021569,30097,LB2,12901,Cadw
6020201,30144,LB2*,12708,Cadw
6023391,30172,LB2,6164,Cadw
6020004,30183,SAM,PE440,Cadw
6023814,30191,LB2,6511,Cadw
6023812,30192,LB2,6512,Cadw
6023372,30225,SAM,PE547,Cadw
6022888,30236,SAM,PE302,Cadw
6022887,30244,LB2*,6102,Cadw
6023804,30263,LB2,6516,Cadw
6020970,30284,SAM,PE210,Cadw
6023810,30288,LB2,18975,Cadw
6023807,30291,LB2,18976,Cadw
6021007,30330,LB2,12996,Cadw
6023723,30339,LB2,6546,Cadw
6023348,30342,LB1,6226,Cadw
6020005,30367,LB2,12682,Cadw
6020293,30374,LB2,87503,Cadw
6023806,30388,LB2,6488,Cadw
6052069,30420,LB1,6004,Cadw
6052069,30420,SAM,PE137,Cadw
6050381,30454,LB2,8865,Cadw
6050311,30470,LB2,8927,Cadw
6049030,30479,LB2,8962,Cadw
6048980,30480,LB2,8963,Cadw
6048982,30483,LB2,8971,Cadw
6050388,30494,LB2,8834,Cadw
6050385,30497,LB2,8815,Cadw
6050398,30502,LB2,8853,Cadw
6050397,30503,LB2,8930,Cadw
6049027,30533,LB2,8974,Cadw
6049026,30551,LB2,8981,Cadw
6048885,30552,LB2,9370,Cadw
6050393,30556,LB2,8840,Cadw
6050471,30563,LB2,8856,Cadw
6050310,30568,LB2,8949,Cadw
6050305,30569,LB2,8943,Cadw
6037781,30605,LB2,83373,Cadw
6037325,30611,LB2*,83227,Cadw
6048993,30620,LB2,9020,Cadw
6050468,30640,LB2,8854,Cadw
6048992,30645,LB2,8988,Cadw
6044424,30655,LB2,8757,Cadw
6050409,30674,LB2,8858,Cadw
6048991,30676,LB2,8982,Cadw
6042674,30680,LB2,9055,Cadw
6050407,30691,LB2,8859,Cadw
6050403,30703,LB2,8864,Cadw
6050460,30711,LB2,8869,Cadw
6050459,30712,LB2,8870,Cadw
6048989,30714,LB2,8990,Cadw
6048988,30715,LB2,8992,Cadw
6048986,30717,LB2,8995,Cadw
6048985,30718,LB2,8996,Cadw
6049018,30719,LB2,8997,Cadw
6049015,30722,LB2,9002,Cadw
6050457,30727,LB2,8877,Cadw
6050456,30729,LB2,8878,Cadw
6050447,30738,LB2,8889,Cadw
6050444,30741,LB2,8892,Cadw
6042689,30771,LB2,9065,Cadw
6044685,30811,LB2,8766,Cadw
6049013,30820,LB2,9005,Cadw
6049012,30821,LB2,9006,Cadw
6049011,30822,LB2,9008,Cadw
6049024,30824,LB2,9013,Cadw
6049023,30825,LB2,9015,Cadw
6049022,30826,LB2,9016,Cadw
6049021,30827,LB2,9017,Cadw
6049020,30868,LB2,8965,Cadw
6048540,30869,LB2,8939,Cadw
6050308,30881,LB2,8953,Cadw
6036742,30908,LB2,8731,Cadw
6048539,30917,LB2,9109,Cadw
6050430,30921,LB2,8875,Cadw
6049010,30937,LB2,9021,Cadw
6050426,30940,LB2,8918,Cadw
6050424,30944,LB2,8923,Cadw
6050525,30948,LB2,9046,Cadw
6049009,30949,LB2,9024,Cadw
6049007,30958,LB2,9039,Cadw
6050422,30989,LB2,8919,Cadw
6050421,30990,LB2,8931,Cadw
6004675,31012,LB2,19743,Cadw
6050418,31027,LB2,8824,Cadw
6050417,31034,LB2,8873,Cadw
6049005,31035,LB2,8975,Cadw
6050416,31036,LB2,8820,Cadw
6049004,31042,LB2,9028,Cadw
6049002,31043,LB2,9030,Cadw
6049001,31044,LB2,9031,Cadw
6049000,31049,LB2,8978,Cadw
6002179,31057,LB2,5342,Cadw
6002161,31059,LB2,16575,Cadw
6001970,31065,LB2,24810,Cadw
6003294,31066,LB2,21068,Cadw
6003295,31067,LB2,5534,Cadw
6003297,31068,LB2,5537,Cadw
6003408,31070,LB2*,5373,Cadw
6003408,31070,SAM,AN036,Cadw
6007534,31078,LB2*,26763,Cadw
6007530,31079,LB2*,26763,Cadw
6007530,31079,SAM,AN061,Cadw
6005280,31080,LB2,26144,Cadw
6004694,31086,LB2,19742,Cadw
6004973,31087,LB2,80835,Cadw
6004974,31088,LB2,80834,Cadw
6004684,31090,LB2,19732,Cadw
6004683,31091,LB2,19729,Cadw
6004682,31092,LB2,5460,Cadw
6004680,31094,LB2,5459,Cadw
6007532,31099,LB2,5519,Cadw
6007533,31100,LB2,5520,Cadw
6041948,31113,LB2,25655,Cadw
6044273,31174,LB2,20628,Cadw
6033866,31177,LB2,6610,Cadw
6044433,31178,PGW2,PGW(PO)010,Cadw
6048084,31213,LB2,6629,Cadw
6048079,31226,LB2,6632,Cadw
6044270,31228,LB2,20669,Cadw
6044432,31235,LB2,7496,Cadw
6044431,31242,LB2*,6646,Cadw
6035793,31248,LB2*,6782,Cadw
6035792,31249,LB2*,6781,Cadw
6035791,31250,LB2*,6784,Cadw
6044430,31252,LB2,7539,Cadw
6044601,31261,LB2,6746,Cadw
6047285,31267,LB2,7159,Cadw
6047297,31268,LB2,7160,Cadw
6044277,31288,SAM,BR146,Cadw
6048321,31311,LB2,7357,Cadw
6010874,31327,LB2,3375,Cadw
6009195,31328,LB2,3240,Cadw
6003060,31348,LB2,3902,Cadw
6000531,31352,LB2,19433,Cadw
6000533,31353,LB2,19435,Cadw
6000532,31354,LB2,19435,Cadw
6000535,31355,LB2,19432,Cadw
6000534,31356,LB2,19435,Cadw
6004236,31369,LB2,4445,Cadw
6010880,31377,LB2*,3415,Cadw
6010882,31378,LB2,3413,Cadw
6002646,31379,LB2*,20478,Cadw
6002647,31380,LB2*,20447,Cadw
6008372,31387,LB2,5906,Cadw
6001388,31406,LB2,4617,Cadw
6001387,31407,LB2,4616,Cadw
6002303,31417,LB2,21602,Cadw
6005049,31421,LB2,4126,Cadw
6010881,31422,LB2,3471,Cadw
6010878,31423,LB2,3469,Cadw
6008764,31425,SAM,CN139,Cadw
6000338,31428,LB2,4390,Cadw
6004410,31429,LB2,4281,Cadw
6002738,31431,LB2,22448,Cadw
6009215,31444,LB2,3321,Cadw
6004687,31461,LB2*,4184,Cadw
6027362,31471,LB2,9946,Cadw
6024852,31479,LB2,9883,Cadw
6031007,31489,LB2,9838,Cadw
6024969,31496,LB2,10697,Cadw
6027378,31506,LB2,10724,Cadw
6027377,31507,LB2,10721,Cadw
6027375,31508,LB2,10723,Cadw
6027363,31509,LB2,10725,Cadw
6027374,31510,LB2,17517,Cadw
6027364,31511,LB2,10726,Cadw
6027373,31512,LB2,10727,Cadw
6027366,31515,LB2,10719,Cadw
6030681,31524,LB2,82514,Cadw
6030682,31525,SAM,CD205,Cadw
6027099,31526,LB2,9777,Cadw
6027106,31557,LB2,10701,Cadw
6027105,31558,LB2,9795,Cadw
6027104,31559,LB2,9796,Cadw
6027102,31561,LB2,9794,Cadw
6027977,31563,LB2,11159,Cadw
6027978,31564,LB2,11155,Cadw
6027988,31565,LB2*,11156,Cadw
6027985,31566,LB2,11161,Cadw
6027987,31567,LB2,11158,Cadw
6027986,31568,LB2,11160,Cadw
6025218,31572,LB2,9628,Cadw
6024556,31573,LB2,9681,Cadw
6024559,31574,LB2,9679,Cadw
6027765,31580,LB2,15629,Cadw
6025023,31585,LB2*,11879,Cadw
6025023,31585,SAM,CM152,Cadw
6029887,31592,LB2,22109,Cadw
6030129,31597,LB2*,10952,Cadw
6030130,31598,LB2,11184,Cadw
6026534,31600,LB2,9746,Cadw
6026535,31601,LB2,9739,Cadw
6023759,31602,LB2,9730,Cadw
6023760,31603,LB2,9731,Cadw
6023761,31604,LB2,15630,Cadw
6030128,31611,LB2,10954,Cadw
6024413,31612,LB2,9677,Cadw
6024412,31613,LB2,9677,Cadw
6022986,31616,LB2,82465,Cadw
6029654,31617,LB2,11143,Cadw
6029655,31618,LB2,11142,Cadw
6029656,31619,LB2,11141,Cadw
6027984,31621,LB2*,10932,Cadw
6027770,31622,LB2,21754,Cadw
6027769,31623,LB2,9717,Cadw
6029952,31632,LB2,11106,Cadw
6027914,31637,LB2,11183,Cadw
6008844,31704,LB2,17566,Cadw
6016679,31706,LB2*,20248,Cadw
6012958,31716,LB2,173,Cadw
6016785,31720,LB2,16574,Cadw
6012858,31725,SAM,DE055,Cadw
6040670,31727,LB2,10858,Cadw
6053712,31731,LB2,11573,Cadw
6059831,31733,LB2,13337,Cadw
6059830,31734,LB2,13382,Cadw
6053768,31736,LB2,11559,Cadw
6059828,31744,LB2*,13963,Cadw
6059827,31745,LB2,13964,Cadw
6059222,31750,LB2,13826,Cadw
6059220,31752,LB2,13811,Cadw
6059219,31753,LB2,13825,Cadw
6059823,31754,LB2,13775,Cadw
6053767,31755,LB2,11602,Cadw
6040376,31756,LB2,11442,Cadw
6053766,31758,LB2,11673,Cadw
6059217,31760,LB2*,13681,Cadw
6053713,31763,LB2,11551,Cadw
6053732,31764,LB2,11549,Cadw
6058831,31767,LB2,13415,Cadw
6040674,31773,LB2,10856,Cadw
6056168,31774,LB2*,13185,Cadw
6059821,31775,LB2,14059,Cadw
6059213,31776,LB2,14064,Cadw
6040375,31777,LB1,11397,Cadw
6060968,31783,LB2,14093,Cadw
6059211,31785,LB1,13738,Cadw
6058833,31788,LB2,13415,Cadw
6058849,31789,LB2,13416,Cadw
6053731,31791,LB2*,11553,Cadw
6054436,31793,LB2,11829,Cadw
6059209,31797,LB2,13729,Cadw
6059207,31800,LB2,13660,Cadw
6053366,31805,LB2,11689,Cadw
6059204,31806,LB1,13736,Cadw
6059203,31808,LB2*,13648,Cadw
6003516,31811,LB2*,5427,Cadw
6055639,31812,LB2,13248,Cadw
6055639,31812,LB2,13248,Cadw
6053404,31815,LB2,11680,Cadw
6058353,31821,LB2,24846,Cadw
6059818,31824,LB2,13431,Cadw
6054401,31826,LB2,11785,Cadw
6059202,31827,LB2,13774,Cadw
6055000,31837,LB2,11354,Cadw
6060073,31842,LB2,13565,Cadw
6054831,31843,LB2,11232,Cadw
6053730,31846,LB2,11585,Cadw
6054040,31848,LB2,11734,Cadw
6059814,31854,LB2,14017,Cadw
6059198,31871,LB2,13802,Cadw
6059521,31877,LB2,13686,Cadw
6059194,31878,LB2,21663,Cadw
6059193,31879,LB2,14077,Cadw
6059520,31880,LB2,13837,Cadw
6059191,31885,LB2,14074,Cadw
6059190,31886,LB2,13796,Cadw
6059189,31887,LB2,21661,Cadw
6059186,31893,LB2,13773,Cadw
6053729,31895,LB2,11633,Cadw
6053728,31896,LB2,11596,Cadw
6053727,31897,LB2*,11548,Cadw
6054041,31898,LB2,11618,Cadw
6053726,31899,LB2,11604,Cadw
6053765,31902,LB2,11552,Cadw
6053763,31904,LB2,11597,Cadw
6038855,31907,LB2,11464,Cadw
6054434,31909,LB2,11778,Cadw
6038854,31910,LB2*,11444,Cadw
6058070,31911,LB2,23943,Cadw
6059184,31914,LB2,13757,Cadw
6059518,31920,LB2,87638,Cadw
6059181,31921,LB2,13741,Cadw
6060406,31924,LB2,11715,Cadw
6038853,31926,LB2,11468,Cadw
6053761,31927,LB2,11589,Cadw
6005746,31945,LB2,4898,Cadw
6047666,31948,LB2,2386,Cadw
6050076,31950,LB2,2472,Cadw
6046458,31951,LB2,15277,Cadw
6062305,31952,LB2,2984,Cadw
6062304,31953,LB2,2990,Cadw
6051501,31967,LB2,2311,Cadw
6051037,31968,LB2,2845,Cadw
6046995,31972,LB2,3131,Cadw
6061937,31975,LB2,18178,Cadw
6051499,31976,LB2,2317,Cadw
6051526,31982,LB2*,2323,Cadw
6051525,31984,LB2*,2812,Cadw
6061936,31985,LB2*,22333,Cadw
6061935,31986,LB2,3044,Cadw
6049794,31987,LB2,2132,Cadw
6049805,31989,LB2,2153,Cadw
6062513,31990,LB2,16062,Cadw
6061241,31991,LB2,3050,Cadw
6051129,31992,LB2,2792,Cadw
6050071,31993,LB2,2869,Cadw
6050899,31998,LB2,2899,Cadw
6046461,32002,LB2*,3150,Cadw
6051041,32008,LB2,2757,Cadw
6051515,32009,LB1,2228,Cadw
6049804,32012,LB2,2176,Cadw
6049796,32014,LB2*,2155,Cadw
6061370,32016,LB2*,13941,Cadw
6046228,32018,LB2,8111,Cadw
6046225,32022,LB2,8015,Cadw
6049326,32023,LB2,7981,Cadw
6046224,32024,LB2,17280,Cadw
6007685,32028,LB2,83024,Cadw
6046223,32030,LB2,8139,Cadw
6049323,32034,LB2,7957,Cadw
6046222,32037,LB2,8029,Cadw
6038579,32039,LB1,8317,Cadw
6007747,32042,LB1,8429,Cadw
6013757,32044,LB2,8609,Cadw
6043498,32045,LB2,16184,Cadw
6049322,32048,LB2,7979,Cadw
6046218,32049,LB2,8109,Cadw
6049321,32051,LB2,7932,Cadw
6049320,32055,LB2*,7974,Cadw
6046217,32056,LB2,8188,Cadw
6024079,32066,LB2,12763,Cadw
6023890,32067,LB2,6558,Cadw
6022818,32084,LB2,6070,Cadw
6022818,32084,SAM,PE162,Cadw
6023891,32088,LB2,6481,Cadw
6020715,32093,LB2,12001,Cadw
6020108,32106,LB2,12657,Cadw
6023527,32109,LB2,6308,Cadw
6020109,32110,SAM,PE442,Cadw
6021723,32117,LB2*,12110,Cadw
6023542,32122,LB2,6169,Cadw
6042695,32134,LB2*,9064,Cadw
6048999,32137,LB2,9027,Cadw
6050414,32138,LB2,8852,Cadw
6048998,32139,LB2,9019,Cadw
6045150,32141,LB2,9274,Cadw
6036735,32142,LB2,9350,Cadw
6048538,32143,LB2,9113,Cadw
6050413,32144,LB2*,8845,Cadw
6003416,32151,SAM,AN068,Cadw
6000710,32172,LB2,5328,Cadw
6000710,32172,SAM,AN055,Cadw
6007524,32173,LB1,5437,Cadw
6007524,32173,SAM,AN062,Cadw
6044570,32175,SAM,BR015,Cadw
6000337,32186,LB2,4233,Cadw
6002403,32193,SAM,CN091,Cadw
6002524,32214,SAM,CN037,Cadw
6002626,32221,LB2,22427,Cadw
6030494,32233,SAM,CD157,Cadw
6013310,32274,SAM,DE038,Cadw
6003499,32283,LB1,5363,Cadw
6014973,32293,LB2,26795,Cadw
6011556,32297,SAM,DE186,Cadw
6015177,32328,LB1,426,Cadw
6015177,32328,SAM,FL101,Cadw
6055239,32343,LB2*,23274,Cadw
6055239,32343,SAM,GM545,Cadw
6038852,32349,LB2,11448,Cadw
6052675,32361,SAM,GM374,Cadw
6052676,32363,SAM,GM158,Cadw
6051039,32404,LB2,2108,Cadw
6043398,32408,PRN,781,Clwyd-Powys Historic Environment Record
6013647,32440,PRN,115,Clwyd-Powys Historic Environment Record
6011977,32442,LB1,15621,Cadw
6012178,32443,LB1,15622,Cadw
6012051,32453,LB2,80804,Cadw
6021748,32483,SAM,PE430,Cadw
6022417,32485,SAM,PE229,Cadw
6052007,32502,SAM,PE321,Cadw
6005289,32543,LB2*,5432,Cadw
6048334,32549,LB2,7315,Cadw
6044136,32563,SAM,BR013,Cadw
6009787,32574,SAM,CN201,Cadw
6010876,32587,LB2*,5775,Cadw
6009763,32588,LB2,3638,Cadw
6002627,32595,LB2,22428,Cadw
6005005,32612,LB2,4135,Cadw
6009780,32625,LB2,3510,Cadw
6026935,32627,LB2,10590,Cadw
6028866,32631,LB2,27049,Cadw
6028854,32634,LB2,10312,Cadw
6028865,32635,LB2,10311,Cadw
6028864,32637,LB2,10420,Cadw
6028862,32641,LB2,10376,Cadw
6028860,32643,LB2,10314,Cadw
6026545,32650,LB2,18287,Cadw
6029894,32651,LB2,10912,Cadw
6026544,32652,LB2,9474,Cadw
6030122,32660,LB2,22111,Cadw
6032124,32665,LB2,11149,Cadw
6027768,32666,LB2*,9384,Cadw
6026542,32667,LB2,9505,Cadw
6026384,32669,LB2,9503,Cadw
6026540,32672,LB2,9451,Cadw
6014970,32694,LB2,16438,Cadw
6014970,32694,PRN,36183,Clwyd-Powys Historic Environment Record
6012863,32695,LB2,23637,Cadw
6014059,32700,LB2,1330,Cadw
6012727,32714,LB2,1333,Cadw
6012726,32715,LB2,1334,Cadw
6016683,32717,LB2*,20202,Cadw
6012725,32718,LB2,23579,Cadw
6059811,32741,LB2,13336,Cadw
6059810,32742,LB2,13339,Cadw
6059342,32743,LB2,14123,Cadw
6033512,32746,LB2,11851,Cadw
6038851,32747,LB2,11469,Cadw
6059340,32758,LB2,14121,Cadw
6059339,32759,LB2,14122,Cadw
6059808,32760,LB2,13348,Cadw
6056122,32764,LB2,11318,Cadw
6059807,32768,LB2,13354,Cadw
6057324,32775,LB2,13451,Cadw
6031252,32776,LB2,11212,Cadw
6059332,32781,LB2,13703,Cadw
6040371,32785,LB2,11448,Cadw
6040370,32786,LB2,11446,Cadw
6040369,32787,LB2,11443,Cadw
