NUMLINK,ResourceID,External_Identifier_Type,NMRW_External_Xref,External_Source
6078992,295026,PRN,86351,Clwyd-Powys Historic Environment Record
6078993,295027,PRN,86352,Clwyd-Powys Historic Environment Record
6078994,295028,PRN,86359,Clwyd-Powys Historic Environment Record
6078995,295029,PRN,86360,Clwyd-Powys Historic Environment Record
6078996,295030,PRN,86362,Clwyd-Powys Historic Environment Record
6079002,295036,PRN,86331,Clwyd-Powys Historic Environment Record
6079003,295037,PRN,86332,Clwyd-Powys Historic Environment Record
6079004,295038,PRN,86333,Clwyd-Powys Historic Environment Record
6079005,295039,PRN,86334,Clwyd-Powys Historic Environment Record
6079006,295040,PRN,86357,Clwyd-Powys Historic Environment Record
6079007,295041,PRN,86355,Clwyd-Powys Historic Environment Record
6079008,295042,PRN,86354,Clwyd-Powys Historic Environment Record
6079009,295043,PRN,86353,Clwyd-Powys Historic Environment Record
6079012,295046,PRN,15214,Clwyd-Powys Historic Environment Record
6079016,295050,PRN,86361,Clwyd-Powys Historic Environment Record
6079105,295097,PRN,86339,Clwyd-Powys Historic Environment Record
6079107,295099,PRN,86340,Clwyd-Powys Historic Environment Record
6079121,295113,PRN,105071,Clwyd-Powys Historic Environment Record
6079139,295131,PRN,105072,Clwyd-Powys Historic Environment Record
6079218,295210,PRN,105059,Clwyd-Powys Historic Environment Record
6079220,295212,PRN,48564,Clwyd-Powys Historic Environment Record
6079221,295213,PRN,48563,Clwyd-Powys Historic Environment Record
6079252,295244,PRN,105061,Clwyd-Powys Historic Environment Record
6079264,295264,PRN,86330,Clwyd-Powys Historic Environment Record
6079286,295286,PRN,101009,Clwyd-Powys Historic Environment Record
6079341,295323,PRN,101977,Clwyd-Powys Historic Environment Record
6079094,295345,PRN,105079,Clwyd-Powys Historic Environment Record
6079360,295350,PRN,69922,Clwyd-Powys Historic Environment Record
6079368,295358,PRN,101551,Clwyd-Powys Historic Environment Record
6079371,295361,PRN,15339,Clwyd-Powys Historic Environment Record
6079393,295383,PRN,86341,Clwyd-Powys Historic Environment Record
6079396,295386,PRN,37328,Clwyd-Powys Historic Environment Record
6079405,295395,PRN,130321,Clwyd-Powys Historic Environment Record
6079420,295410,PRN,48572,Clwyd-Powys Historic Environment Record
6079439,295455,PRN,130324,Clwyd-Powys Historic Environment Record
6079440,295456,PRN,130327,Clwyd-Powys Historic Environment Record
6053097,300001,PRN,02824,Glamorgan-Gwent Historic Environment Record
6019865,300021,SAM,PE566,Cadw
6006418,300033,SAM,ME117,Cadw
6030040,300036,SAM,CM286,Cadw
6031462,300038,SAM,GM514,Cadw
6052788,300040,SAM,GM603,Cadw
6047935,300042,SAM,MM342,Cadw
6047979,300043,PRN,01713g,Glamorgan-Gwent Historic Environment Record
6047979,300043,SAM,MM148,Cadw
6049524,300044,PRN,02466g,Glamorgan-Gwent Historic Environment Record
6049524,300044,LB2*,1964,Cadw
6062526,300046,LB1,2928,Cadw
6052759,300047,SAM,GM543,Cadw
6052785,300048,SAM,GM543,Cadw
6052783,300051,SAM,GM543,Cadw
6025410,300055,SAM,CM297,Cadw
6052502,300056,SAM,GM544,Cadw
6016260,300058,LB2,8526,Cadw
6049095,300070,SAM,RD053,Cadw
6049096,300071,SAM,RD054,Cadw
6053584,300072,LB2*,26236,Cadw
6053585,300073,SAM,GM299,Cadw
6058889,300077,SAM,GM301,Cadw
6062817,300078,SAM,MM018,Cadw
6062622,300081,SAM,MM062,Cadw
6062621,300082,PRN,01133g,Glamorgan-Gwent Historic Environment Record
6062621,300082,SAM,MM067,Cadw
6061598,300083,SAM,MM046,Cadw
6035284,300085,SAM,GM408,Cadw
6035285,300087,SAM,GM404,Cadw
6035287,300088,SAM,GM404,Cadw
6035288,300091,SAM,GM404,Cadw
6056545,300096,SAM,GM084,Cadw
6056546,300097,SAM,GM081,Cadw
6056544,300098,SAM,GM080,Cadw
6029693,300101,SAM,CM284,Cadw
6029697,300102,SAM,CM284,Cadw
6029702,300103,SAM,CM284,Cadw
6029701,300104,SAM,CM289,Cadw
6029700,300105,SAM,CM285,Cadw
6029698,300106,SAM,CM285,Cadw
6061867,300125,PRN,00161g,Glamorgan-Gwent Historic Environment Record
6061867,300125,SAM,MM190,Cadw
6061789,300126,SAM,MM253,Cadw
6063031,300127,SAM,MM206,Cadw
6063030,300128,SAM,MM206,Cadw
6051209,300129,SAM,MM191,Cadw
6051208,300130,SAM,MM191,Cadw
6051207,300131,SAM,MM191,Cadw
6051157,300132,SAM,MM272,Cadw
6046497,300133,SAM,MM212,Cadw
6050226,300135,SAM,MM210,Cadw
6057763,300137,PRN,00598m,Glamorgan-Gwent Historic Environment Record
6057763,300137,SAM,GM064,Cadw
6027489,300142,SAM,CM096,Cadw
6027492,300143,SAM,CM097,Cadw
6060752,300144,SAM,GM016,Cadw
6028354,300148,SAM,CD062,Cadw
6031464,300151,SAM,GM387,Cadw
6024550,300152,LB2,25849,Cadw
6004861,300153,LB2,22247,Cadw
6007723,300159,SAM,ME009,Cadw
6055806,300160,SAM,GM033,Cadw
6055053,300161,SAM,GM350,Cadw
6055055,300163,SAM,GM186,Cadw
6016584,300165,LB2*,7638,Cadw
6003543,300166,SAM,AN111,Cadw
6003545,300167,SAM,AN111,Cadw
6031458,300172,SAM,GM342,Cadw
6031457,300174,SAM,GM342,Cadw
6015626,300177,LB2,25096,Cadw
6004707,300180,SAM,AN006,Cadw
6000429,300204,SAM,CN284,Cadw
6004224,300240,PRN,6013,Gwynedd Historic Environment Record
6004224,300240,SAM,CN273,Cadw
6008329,300244,SAM,ME174,Cadw
6008330,300245,SAM,ME175,Cadw
6006751,300246,SAM,ME170,Cadw
6052365,300251,SAM,GM504,Cadw
6000261,300257,SAM,CN282,Cadw
6004101,300268,SAM,ME176,Cadw
6006503,300271,SAM,ME143,Cadw
6006502,300273,SAM,ME141,Cadw
6006501,300274,SAM,ME141,Cadw
6056075,300298,LB1,19460,Cadw
6056075,300298,SAM,GM190,Cadw
6057315,300300,LB1,13597,Cadw
6006500,300301,SAM,ME166,Cadw
6032448,300307,SAM,CD136,Cadw
6029279,300308,SAM,GM255,Cadw
6057126,300309,SAM,GM229,Cadw
6007085,300310,LB2,5524,Cadw
6056076,300311,SAM,GM585,Cadw
6055808,300312,LB1,13325,Cadw
6059629,300313,LB1,13888,Cadw
6057511,300315,SAM,GM421,Cadw
6028909,300316,LB2*,10263,Cadw
6023201,300317,LB2*,12746,Cadw
6023201,300317,PRN,1604,Dyfed Historic Environment Record
6055863,300323,LB2,81313,Cadw
6039512,300332,SAM,BR164,Cadw
6039509,300335,SAM,BR165,Cadw
6039508,300336,SAM,GM529,Cadw
6039507,300337,SAM,BR165,Cadw
6039506,300338,SAM,GM600,Cadw
6055657,300347,SAM,GM626,Cadw
6056638,300354,SAM,GM444,Cadw
6056643,300355,SAM,GM426,Cadw
6052470,300357,SAM,GM149,Cadw
6028936,300362,LB2,10252,Cadw
6028910,300363,LB2,10253,Cadw
6028935,300364,LB2,10254,Cadw
6028934,300367,LB2*,10257,Cadw
6028911,300368,LB2*,10259,Cadw
6028933,300369,LB2*,10260,Cadw
6028912,300370,LB2*,10261,Cadw
6028931,300371,LB2*,10262,Cadw
6028930,300372,LB2*,10263,Cadw
6028929,300373,LB2*,10264,Cadw
6028928,300374,LB2*,10265,Cadw
6028927,300375,LB2*,10266,Cadw
6028926,300376,LB2*,10267,Cadw
6056642,300382,SAM,GM068,Cadw
6010991,300386,SAM,MG066,Cadw
6045777,300387,SAM,MG055,Cadw
6010992,300388,SAM,MG068,Cadw
6012265,300389,SAM,MG032,Cadw
6012059,300391,LB2,7632,Cadw
6046027,300392,LB1,7550,Cadw
6046027,300392,GAM,MG114,Cadw
6050804,300395,LB2,21519,Cadw
6057424,300403,LB1,13600,Cadw
6016261,300410,SAM,MG142,Cadw
6016093,300419,LB1,16776,Cadw
6022093,300421,SAM,PE062,Cadw
6023958,300422,SAM,PE117,Cadw
6023146,300423,SAM,PE124,Cadw
6052011,300424,SAM,PE367,Cadw
6020976,300425,SAM,PE065,Cadw
6023031,300426,SAM,PE011,Cadw
6023145,300427,SAM,PE368,Cadw
6060969,300428,SAM,GM351,Cadw
6022868,300429,SAM,PE270,Cadw
6022914,300431,SAM,PE275,Cadw
6021279,300435,LB1,6400,Cadw
6021280,300438,LB2,6408,Cadw
6021284,300439,LB1,6330,Cadw
6020329,300441,LB2,11993,Cadw
6022789,300442,LB1,6032,Cadw
6058640,300443,SAM,GM448,Cadw
6022865,300444,SAM,PE077,Cadw
6021281,300446,SAM,PE015,Cadw
6020540,300447,SAM,PE446,Cadw
6057707,300449,SAM,GM225,Cadw
6009607,300450,SAM,CN204,Cadw
6059717,300454,PRN,00068s,Glamorgan-Gwent Historic Environment Record
6059717,300454,SAM,GM021,Cadw
6055375,300455,SAM,GM042,Cadw
6057423,300456,SAM,GM450,Cadw
6010067,300458,SAM,ME247,Cadw
6010068,300459,SAM,ME247,Cadw
6015376,300460,SAM,FL195,Cadw
6015379,300462,SAM,FL056,Cadw
6015378,300463,SAM,FL190,Cadw
6015377,300464,SAM,FL173,Cadw
6015380,300465,SAM,FL196,Cadw
6015317,300466,SAM,FL204,Cadw
6015316,300467,SAM,FL076,Cadw
6015315,300468,SAM,FL031,Cadw
6048727,300469,SAM,RD013,Cadw
6048726,300470,SAM,RD136,Cadw
6042201,300471,LB1,8806,Cadw
6015314,300472,SAM,FL031,Cadw
6015312,300474,SAM,FL031,Cadw
6015310,300476,SAM,FL046,Cadw
6015309,300477,SAM,FL046,Cadw
6015308,300478,SAM,FL077,Cadw
6015306,300481,SAM,FL096,Cadw
6015305,300482,SAM,FL096,Cadw
6015304,300483,SAM,FL096,Cadw
6015302,300485,SAM,FL053,Cadw
6015301,300486,SAM,FL054,Cadw
6015101,300500,SAM,FL033,Cadw
6014397,300518,SAM,ME017,Cadw
6023741,300531,LB2,9729,Cadw
6015098,300557,SAM,FL029,Cadw
6015639,300558,SAM,FL201,Cadw
6032537,300571,SAM,CD154,Cadw
6057918,300587,LB2*,13517,Cadw
6032677,300616,SAM,CD031,Cadw
6032675,300618,SAM,CD033,Cadw
6032674,300619,SAM,CD214,Cadw
6061337,300624,LB1,13865,Cadw
6032693,300629,SAM,CD268,Cadw
6028932,300631,LB2*,10258,Cadw
6032298,300658,SAM,CM292,Cadw
6032627,300704,SAM,CD109,Cadw
6032468,300734,SAM,CD175,Cadw
6028510,300767,SAM,CD270,Cadw
6028506,300768,SAM,CD270,Cadw
6028427,300770,SAM,CD094,Cadw
6017812,300804,SAM,FL087,Cadw
6017811,300806,SAM,FL087,Cadw
6017810,300807,SAM,FL088,Cadw
6017809,300808,SAM,FL089,Cadw
6017808,300809,SAM,FL090,Cadw
6009606,300812,SAM,CN191,Cadw
6009615,300813,SAM,CN234,Cadw
6010904,300819,SAM,CN257,Cadw
6010907,300821,SAM,CN190,Cadw
6005385,300835,SAM,AN154,Cadw
6007388,300838,SAM,CN308,Cadw
6002146,300840,SAM,AN079,Cadw
6032625,300842,SAM,CD032,Cadw
6015636,300843,SAM,FL114,Cadw
6015631,300844,SAM,FL114,Cadw
6029830,300846,SAM,CM067,Cadw
6003344,300850,SAM,AN105,Cadw
6003345,300851,SAM,AN105,Cadw
6007538,300853,SAM,AN044,Cadw
6022661,300855,SAM,PE328,Cadw
6022660,300856,SAM,PE329,Cadw
6022659,300858,SAM,PE546,Cadw
6022658,300859,LB2*,11981,Cadw
6056091,300860,SAM,GM145,Cadw
6061336,300863,SAM,MM032,Cadw
6061305,300864,PRN,00007g,Glamorgan-Gwent Historic Environment Record
6061305,300864,SAM,MM131,Cadw
6058892,300873,SAM,GM301,Cadw
6019299,300881,SAM,FL176,Cadw
6044300,300882,LB2,20668,Cadw
6009473,300889,SAM,CN024,Cadw
6018056,300891,LB2,24117,Cadw
6046134,300896,SAM,MG160,Cadw
6010431,300897,SAM,DE094,Cadw
6010430,300898,SAM,DE094,Cadw
6052919,300899,SAM,GM268,Cadw
6046849,300901,LB2,15263,Cadw
6021283,300902,SAM,PE155,Cadw
6052920,300903,SAM,GM502,Cadw
6007106,300910,SAM,AN134,Cadw
6003201,300912,LB2,5554,Cadw
6021282,300917,SAM,PE380,Cadw
6021282,300917,SAM,PE380,Cadw
6009477,300926,SAM,CN027,Cadw
6006827,300930,SAM,CN372,Cadw
6009476,300931,SAM,CN348,Cadw
6004862,300932,SAM,CN390,Cadw
6046020,300939,LB2,18524,Cadw
6040878,300944,SAM,GM569,Cadw
6009475,300946,SAM,CN024,Cadw
6040876,300947,SAM,BR362,Cadw
6040875,300949,PRN,12356,Clwyd-Powys Historic Environment Record
6040875,300949,SAM,BR389,Cadw
6006975,300950,SAM,CN210,Cadw
6004017,300956,SAM,CN059,Cadw
6043958,300958,PRN,5347,Clwyd-Powys Historic Environment Record
6043958,300958,SAM,BR354,Cadw
6043957,300960,SAM,BR354,Cadw
6043956,300962,SAM,BR354,Cadw
6043945,300963,SAM,BR354,Cadw
6043955,300964,SAM,BR354,Cadw
6043946,300965,SAM,BR354,Cadw
6043954,300966,SAM,BR372,Cadw
6043932,300969,PRN,4575,Clwyd-Powys Historic Environment Record
6043932,300969,SAM,BR357,Cadw
6043940,300970,PRN,4581,Clwyd-Powys Historic Environment Record
6043935,300971,PRN,4584,Clwyd-Powys Historic Environment Record
6039504,300973,SAM,GM599,Cadw
6039522,300975,SAM,GM402,Cadw
6039519,300978,SAM,GM401,Cadw
6039518,300979,SAM,GM165,Cadw
6039517,300981,SAM,GM528,Cadw
6039516,300982,SAM,GM528,Cadw
6060004,300983,LB2,19890,Cadw
6060000,300984,LB2,19891,Cadw
6004521,300991,SAM,CN080,Cadw
6004522,300992,SAM,CN261,Cadw
6004735,300994,SAM,CN050,Cadw
6004520,300995,SAM,CN080,Cadw
6058635,300996,SAM,GM035,Cadw
6058632,301000,SAM,GM378,Cadw
6033365,301005,SAM,CD234,Cadw
6053446,301007,LB2,11745,Cadw
6004734,301010,SAM,CN225,Cadw
6002625,301012,SAM,CN206,Cadw
6015633,301013,SAM,FL045,Cadw
6001662,301017,SAM,CN256,Cadw
6004221,301020,SAM,CN241,Cadw
6001333,301022,SAM,CN279,Cadw
6006902,301023,SAM,CN133,Cadw
6002623,301024,SAM,CN152,Cadw
6004427,301026,SAM,CN239,Cadw
6007331,301028,SAM,CN185,Cadw
6004577,301029,SAM,CN179,Cadw
6004223,301030,SAM,CN222,Cadw
6004518,301033,SAM,CN151,Cadw
6006987,301034,SAM,CN121,Cadw
6002408,301036,SAM,CN106,Cadw
6004517,301037,SAM,CN264,Cadw
6002501,301039,SAM,CN281,Cadw
6006856,301041,SAM,CN289,Cadw
6006976,301042,SAM,CN210,Cadw
6004222,301044,SAM,CN292,Cadw
6002384,301045,SAM,CN293,Cadw
6004578,301046,SAM,CN179,Cadw
6002624,301052,SAM,CN278,Cadw
6006985,301053,SAM,CN144,Cadw
6002409,301054,SAM,CN112,Cadw
6002410,301055,SAM,CN111,Cadw
6036919,301061,LB2,16185,Cadw
6001335,301081,LB2*,4322,Cadw
6000444,301082,LB2,4238,Cadw
6053805,301087,LB2,11595,Cadw
6018557,301088,LB2,15696,Cadw
6018294,301091,LB2,18057,Cadw
6006323,301093,PGW1,PGW(Gd)64(GWY),Cadw
6050227,301096,LB2,22990,Cadw
6046028,301101,LB2,18419,Cadw
6045383,301103,LB2,9291,Cadw
6017177,301106,LB2,1132,Cadw
6045382,301107,LB2,9303,Cadw
6020222,301109,SAM,PE013,Cadw
6045662,301121,LB2,9277,Cadw
6062238,301127,PRN,03983g,Glamorgan-Gwent Historic Environment Record
6062482,301128,PRN,08920g,Glamorgan-Gwent Historic Environment Record
6062481,301129,PRN,08921g,Glamorgan-Gwent Historic Environment Record
6051000,301130,PRN,08953g,Glamorgan-Gwent Historic Environment Record
6013614,301134,LB2,16328,Cadw
6046127,301135,LB2,17281,Cadw
6054026,301137,LB2,14625,Cadw
6054025,301138,LB2,19323,Cadw
6054024,301139,LB2,14566,Cadw
6053445,301140,LB2,11738,Cadw
6041890,301141,SAM,BR138,Cadw
6049832,301142,LB2*,2189,Cadw
6045864,301143,PRN,15861,Clwyd-Powys Historic Environment Record
6012986,301152,LB2,24366,Cadw
6043934,301156,PRN,977,Clwyd-Powys Historic Environment Record
6043934,301156,SAM,BR272,Cadw
6044312,301173,PGW2,PGW(PO)006,Cadw
6047786,301199,LB2,16470,Cadw
6063027,301200,LB2,22535,Cadw
6035814,301202,PGW2*,PGW(PO)021,Cadw
6056420,301203,SAM,GM143,Cadw
6014585,301205,SAM,DE074,Cadw
6063026,301207,PRN,01193g,Glamorgan-Gwent Historic Environment Record
6063026,301207,SAM,MM093,Cadw
6053474,301233,SAM,GM484,Cadw
6045070,301243,LB2,23660,Cadw
6019866,301244,SAM,PE195,Cadw
6005160,301246,LB2,3983,Cadw
6062525,301250,LB2,16066,Cadw
6062479,301255,PRN,00513g,Glamorgan-Gwent Historic Environment Record
6062479,301255,LB1,2006,Cadw
6057545,301256,SAM,GM117,Cadw
6029385,301259,SAM,GM439,Cadw
6017884,301261,LB2,15242,Cadw
6060216,301263,LB2,23229,Cadw
6059716,301264,LB2,13363,Cadw
6017649,301265,LB2,19185,Cadw
6057546,301266,LB1,13605,Cadw
6059419,301273,LB1,13674,Cadw
6059715,301276,LB2*,13370,Cadw
6048849,301278,LB2,9225,Cadw
6027490,301279,PRN,00864w,Glamorgan-Gwent Historic Environment Record
6029296,301280,SAM,GM353,Cadw
6060915,301281,SAM,GM452,Cadw
6054438,301282,SAM,GM264,Cadw
6043786,301283,PRN,00631m,Glamorgan-Gwent Historic Environment Record
6043786,301283,SAM,GM220,Cadw
6033541,301284,SAM,GM385,Cadw
6029281,301285,PRN,0355w,Glamorgan-Gwent Historic Environment Record
6029281,301285,SAM,GM078,Cadw
6056873,301286,SAM,GM233,Cadw
6040605,301287,SAM,GM239,Cadw
6029280,301289,SAM,GM078,Cadw
6054849,301290,SAM,GM025,Cadw
6040469,301291,SAM,GM272,Cadw
6052386,301292,SAM,GM194,Cadw
6056874,301297,SAM,GM330,Cadw
6029507,301298,SAM,GM202,Cadw
6057542,301299,SAM,GM079,Cadw
6054687,301301,SAM,GM054,Cadw
6052247,301302,SAM,GM088,Cadw
6055227,301303,SAM,GM059,Cadw
6055235,301304,SAM,GM058,Cadw
6054847,301305,SAM,GM102,Cadw
6033543,301306,SAM,GM366,Cadw
6057541,301307,SAM,GM298,Cadw
6055658,301308,SAM,GM019,Cadw
6061335,301309,PRN,00627s,Glamorgan-Gwent Historic Environment Record
6061335,301309,SAM,GM066,Cadw
6055612,301310,SAM,GM245,Cadw
6053106,301311,SAM,GM124,Cadw
6054691,301313,SAM,GM263,Cadw
6060002,301314,SAM,GM023,Cadw
6054688,301316,SAM,GM055,Cadw
6044467,301317,LB2,17179,Cadw
6019220,301318,LB2,15082,Cadw
6054157,301319,SAM,GM477,Cadw
6052649,301321,SAM,GM060,Cadw
6052650,301322,SAM,GM060,Cadw
6052646,301323,SAM,GM060,Cadw
6052367,301324,SAM,GM192,Cadw
6052385,301326,SAM,GM128,Cadw
6052621,301327,SAM,GM061,Cadw
6057705,301328,SAM,GM182,Cadw
6057704,301330,SAM,GM257,Cadw
6056732,301331,SAM,GM099,Cadw
6055231,301334,SAM,GM057,Cadw
6055864,301335,SAM,GM076,Cadw
6055232,301336,SAM,GM162,Cadw
6052368,301337,SAM,GM127,Cadw
6055234,301338,SAM,GM090,Cadw
6052384,301339,SAM,GM131,Cadw
6052682,301340,SAM,GM126,Cadw
6039526,301341,SAM,GM401,Cadw
6035334,301342,SAM,GM101,Cadw
6054440,301344,SAM,GM258,Cadw
6059420,301346,SAM,GM171,Cadw
6033778,301347,SAM,GM343,Cadw
6033777,301348,SAM,GM146,Cadw
6053590,301349,SAM,GM269,Cadw
6054461,301350,SAM,GM215,Cadw
6057764,301351,SAM,GM267,Cadw
6039225,301352,PRN,0826m,Glamorgan-Gwent Historic Environment Record
6058298,301354,SAM,GM259,Cadw
6059638,301355,SAM,GM205,Cadw
6055661,301356,SAM,GM020,Cadw
6043807,301357,PRN,00647m,Glamorgan-Gwent Historic Environment Record
6043807,301357,SAM,GM339,Cadw
6056089,301360,SAM,GM213,Cadw
6055265,301372,SAM,GM237,Cadw
6059714,301373,SAM,GM209,Cadw
6052645,301379,SAM,GM223,Cadw
6052644,301380,SAM,GM223,Cadw
6054845,301386,SAM,GM169,Cadw
6054844,301387,SAM,GM169,Cadw
6054843,301388,SAM,GM169,Cadw
6054842,301389,SAM,GM169,Cadw
6054841,301390,SAM,GM169,Cadw
6055230,301392,GAM,GM443,Cadw
6055230,301392,SAM,GM443,Cadw
6054460,301394,SAM,GM207,Cadw
6055374,301402,SAM,GM036,Cadw
6052283,301403,SAM,GM089,Cadw
6053801,301404,LB2,25064,Cadw
6054164,301405,LB2,23152,Cadw
6002622,301409,LB2,21799,Cadw
6002615,301410,LB2,22406,Cadw
6018287,301413,LB2,18259,Cadw
6003375,301414,LB2,24832,Cadw
6018563,301422,LB2*,1627,Cadw
6002616,301426,LB2,22420,Cadw
6002620,301427,LB2,22421,Cadw
6002617,301428,LB2,22422,Cadw
6031576,301440,SAM,CM355,Cadw
6031575,301441,SAM,CM355,Cadw
6061037,301444,LB2*,13672,Cadw
6031932,301447,SAM,CM349,Cadw
6010887,301450,LB2,3436,Cadw
6021251,301453,LB2,14347,Cadw
6062478,301455,LB2,15934,Cadw
6060217,301457,PRN,01138s,Glamorgan-Gwent Historic Environment Record
6060217,301457,LB2,13673,Cadw
6050298,301464,LB2,23938,Cadw
6013379,301466,LB2,25119,Cadw
6007112,301467,LB2,22809,Cadw
6004576,301501,LB2,23682,Cadw
6012488,301504,LB2,4664,Cadw
6033762,301510,SAM,BR257,Cadw
6030833,301512,PRN,5191,Dyfed Historic Environment Record
6033284,301517,PRN,5604,Dyfed Historic Environment Record
6033284,301517,SAM,CD158,Cadw
6033746,301526,SAM,BR263,Cadw
6033739,301533,SAM,BR263,Cadw
6058405,301542,LB2*,24871,Cadw
6018891,301544,LB2,1792,Cadw
6001959,301548,PGW2*,PGW(GD)043(ANG),Cadw
6009228,301550,LB2,3261,Cadw
6044834,301551,LB2,17221,Cadw
6047229,301553,LB2,20729,Cadw
6002184,301555,PGW2,PGW(GD)045(ANG),Cadw
6060026,301557,PGW2,PGW(GM)013(CAE),Cadw
6059473,301558,PGW1,PGW(GM)022(CDF),Cadw
6062667,301559,SAM,MM024,Cadw
6058408,301570,LB2,24874,Cadw
6059713,301584,LB1,13612,Cadw
6043584,301586,LB2,22529,Cadw
6028916,301589,PGW2*,PGW(Dy)47(CER),Cadw
6003993,301590,PGW2*,PGW(GD)029(GWY),Cadw
6037866,301591,LB2*,13619,Cadw
6035376,301595,SAM,BR276,Cadw
6046022,301601,PGW2*,PGW(PO)029,Cadw
6013628,301602,PGW2*,PGW(PO)031,Cadw
6035374,301603,SAM,BR342,Cadw
6041858,301605,PGW2,PGW(PO)050,Cadw
6043078,301606,PGW2,PGW(PO)046,Cadw
6042732,301607,PGW2*,PGW(PO)020,Cadw
6016375,301608,PGW2,PGW(PO)053,Cadw
6047228,301609,PGW2*,PGW(PO)045,Cadw
6016453,301610,PGW2*,PGW(PO)054,Cadw
6005161,301614,PGW2,PGW(GD)049(ANG),Cadw
6010708,301617,PGW2*,PGW(GD)008(CON),Cadw
6007377,301618,PGW2,PGW(GD)003(CON),Cadw
6010712,301619,PGW2,PGW(C)069,Cadw
6010888,301620,PGW2*,PGW(GD)050(CON),Cadw
6009654,301621,PGW2,PGW(GD)011(CON),Cadw
6009446,301622,PGW2,PGW(GD)013(CON),Cadw
6010811,301623,PGW2,PGW(GD)051(CON),Cadw
6007063,301624,PGW2,PGW(GD)009(CON),Cadw
6005550,301625,PGW2,PGW(GD)032(GWY),Cadw
6005795,301626,PGW2,PGW(GD)026(GWY),Cadw
6001605,301627,PGW2,PGW(GD)017(GWY),Cadw
6006884,301628,PGW2,PGW(GD)020(GWY),Cadw
6003030,301629,PGW2,PGW(GD)038(GWY),Cadw
6008142,301630,PGW2,PGW(GD)033(GWY),Cadw
6005803,301631,PGW2*,PGW(GD)062(GWY),Cadw
6006507,301632,PGW2*,PGW(GD)028(GWY),Cadw
6043587,301633,LB2,22487,Cadw
6005560,301634,PGW2,PGW(GD)037(GWY),Cadw
6006770,301635,PGW1,PGW(GD)030(GWY),Cadw
6062344,301646,PGW2,PGW(Gt)20,Cadw
6061219,301647,PGW2,PGW(Gt)33,Cadw
6059472,301651,PGW2*,PGW(GM)019(CDF),Cadw
6059422,301652,PGW2,PGW(GM)026(CDF),Cadw
6059471,301654,PGW2*,PGW(GM)027(CDF),Cadw
6060218,301655,PGW2,PGW(GM)020(CDF),Cadw
6059423,301656,PGW2*,PGW(GM)059(CDF),Cadw
6059432,301657,PGW2,PGW(GM)021(CDF),Cadw
6059431,301658,PGW2,PGW(GM)023(CDF),Cadw
6059430,301659,PGW2,PGW(GM)029(CDF),Cadw
6039514,301660,PGW2*,PGW(GM)001(MER),Cadw
6054700,301661,PGW2,PGW(GM)062(NEP),Cadw
6054439,301662,PGW2,PGW(GM)64(NEP),Cadw
6058406,301664,PGW2,PGW(GM)003(RCT),Cadw
6054020,301665,PGW2,PGW(GM)046(SWA),Cadw
6054019,301666,PGW2,PGW(GM)048(SWA),Cadw
6053464,301667,PGW2,PGW(GM)060(SWA),Cadw
6058898,301668,PGW2,PGW(GM)058(GLA),Cadw
6058897,301669,PGW2,PGW(GM)063(GLA),Cadw
6060003,301671,PGW2,PGW(GM)042(GLA),Cadw
6059665,301672,PGW2,PGW(GM)035(GLA),Cadw
6059664,301673,PGW2*,PGW(GM)037(GLA),Cadw
6059663,301674,PGW2,PGW(GM)036(GLA),Cadw
6055809,301676,PGW1,PGW(GM)030(GLA),Cadw
6045194,301678,LB2,9282,Cadw
6033274,301687,PRN,5613,Dyfed Historic Environment Record
6033274,301687,SAM,CD231,Cadw
6033990,301688,SAM,BR260,Cadw
6018746,301692,LB2,17673,Cadw
6035162,301693,SAM,GM522,Cadw
6035159,301694,SAM,GM522,Cadw
6035206,301695,SAM,BR178,Cadw
6025455,301699,LB2,15635,Cadw
6025455,301699,PRN,5264,Dyfed Historic Environment Record
6049957,301706,LB2,24199,Cadw
6004732,301713,LB2,22234,Cadw
6017195,301715,LB2,1089,Cadw
6010713,301717,LB2,25178,Cadw
6007615,301718,LB2,22717,Cadw
6005168,301719,LB2,18555,Cadw
6044481,301720,LB2,17186,Cadw
6007657,301732,LB2,22734,Cadw
6007584,301734,LB1,5525,Cadw
6003674,301736,SAM,ME074,Cadw
6050375,301737,PGW2,PGW(PO)049,Cadw
6050378,301738,PGW2,PGW(PO)022,Cadw
6044579,301745,LB1,6622,Cadw
6062666,301759,LB2,24112,Cadw
6042007,301760,LB2*,6707,Cadw
6048003,301769,LB2*,6658,Cadw
6011143,301785,LB2,24618,Cadw
6059429,301790,LB2,18639,Cadw
6035377,301794,SAM,BR259,Cadw
6028586,301795,SAM,CD096,Cadw
6018288,301797,LB2,18063,Cadw
6017799,301802,LB2,19110,Cadw
6018290,301804,LB2,18063,Cadw
6018289,301806,LB2,18063,Cadw
6007375,301809,LB2,3571,Cadw
6007375,301809,PRN,6991,Gwynedd Historic Environment Record
6002619,301810,LB2,22417,Cadw
6041356,301812,PRN,16627,Clwyd-Powys Historic Environment Record
6025644,301814,LB2*,17608,Cadw
6024369,301815,LB1,15874,Cadw
6025773,301818,LB2,10816,Cadw
6025049,301821,LB2,9414,Cadw
6032043,301822,LB2*,10914,Cadw
6031975,301823,LB2*,10936,Cadw
6026632,301825,LB2,82388,Cadw
6027881,301832,LB2*,10927,Cadw
6035667,301836,SAM,BR188,Cadw
