NUMLINK,ResourceID,External_Identifier_Type,NMRW_External_Xref,External_Source
,518341,UKHO ID,7418,UK Hydrographic Office
,506994,UKHO ID,7416,UK Hydrographic Office
,272099,UKHO ID,7415,UK Hydrographic Office
,506402,UKHO ID,7414,UK Hydrographic Office
,271954,UKHO ID,7407,UK Hydrographic Office
,271874,UKHO ID,7406,UK Hydrographic Office
,506862,UKHO ID,7403,UK Hydrographic Office
,518636,UKHO ID,7402,UK Hydrographic Office
,274867,UKHO ID,7390,UK Hydrographic Office
,272251,UKHO ID,7385,UK Hydrographic Office
,272131,UKHO ID,7379,UK Hydrographic Office
,274897,UKHO ID,7377,UK Hydrographic Office
,274873,UKHO ID,7374,UK Hydrographic Office
,274463,UKHO ID,7373,UK Hydrographic Office
,240200,UKHO ID,7372,UK Hydrographic Office
,240669,UKHO ID,7370,UK Hydrographic Office
,272203,UKHO ID,7365,UK Hydrographic Office
,272119,UKHO ID,7363,UK Hydrographic Office
,506748,UKHO ID,7362,UK Hydrographic Office
,240199,UKHO ID,7361,UK Hydrographic Office
,271150,UKHO ID,7360,UK Hydrographic Office
,271663,UKHO ID,7353,UK Hydrographic Office
,506352,UKHO ID,7352,UK Hydrographic Office
,272201,UKHO ID,7350,UK Hydrographic Office
,274898,UKHO ID,7348,UK Hydrographic Office
,506672,UKHO ID,7347,UK Hydrographic Office
,274457,UKHO ID,7346,UK Hydrographic Office
,506749,UKHO ID,7345,UK Hydrographic Office
,274871,UKHO ID,7341,UK Hydrographic Office
,272029,UKHO ID,7339,UK Hydrographic Office
,506762,UKHO ID,7338,UK Hydrographic Office
,271927,UKHO ID,7336,UK Hydrographic Office
,506763,UKHO ID,7335,UK Hydrographic Office
,272125,UKHO ID,7334,UK Hydrographic Office
,272124,UKHO ID,7332,UK Hydrographic Office
,272145,UKHO ID,7331,UK Hydrographic Office
,271885,UKHO ID,7330,UK Hydrographic Office
,518582,UKHO ID,7329,UK Hydrographic Office
,518581,UKHO ID,7328,UK Hydrographic Office
,272075,UKHO ID,7327,UK Hydrographic Office
,271887,UKHO ID,7326,UK Hydrographic Office
,271987,UKHO ID,7321,UK Hydrographic Office
,272122,UKHO ID,7317,UK Hydrographic Office
,272014,UKHO ID,7316,UK Hydrographic Office
,391,UKHO ID,7314,UK Hydrographic Office
,271861,UKHO ID,7312,UK Hydrographic Office
,240582,UKHO ID,7311,UK Hydrographic Office
,272063,UKHO ID,7310,UK Hydrographic Office
,272190,UKHO ID,7301,UK Hydrographic Office
,240408,UKHO ID,7293,UK Hydrographic Office
,272152,UKHO ID,7274,UK Hydrographic Office
,272189,UKHO ID,7268,UK Hydrographic Office
,240603,UKHO ID,7265,UK Hydrographic Office
,506401,UKHO ID,7259,UK Hydrographic Office
,272401,UKHO ID,7255,UK Hydrographic Office
,272135,UKHO ID,7243,UK Hydrographic Office
,506858,UKHO ID,7234,UK Hydrographic Office
,272154,UKHO ID,7228,UK Hydrographic Office
,506860,UKHO ID,7225,UK Hydrographic Office
,506850,UKHO ID,7215,UK Hydrographic Office
,506847,UKHO ID,7206,UK Hydrographic Office
,271999,UKHO ID,7188,UK Hydrographic Office
,271871,UKHO ID,7183,UK Hydrographic Office
,506995,UKHO ID,7178,UK Hydrographic Office
,272136,UKHO ID,7175,UK Hydrographic Office
,272130,UKHO ID,7173,UK Hydrographic Office
,507011,UKHO ID,7172,UK Hydrographic Office
,507013,UKHO ID,7171,UK Hydrographic Office
,272034,UKHO ID,7165,UK Hydrographic Office
,506669,UKHO ID,7163,UK Hydrographic Office
,271609,UKHO ID,7162,UK Hydrographic Office
,390,UKHO ID,7160,UK Hydrographic Office
,272137,UKHO ID,7158,UK Hydrographic Office
,507009,UKHO ID,7157,UK Hydrographic Office
,506997,UKHO ID,7155,UK Hydrographic Office
,506967,UKHO ID,7153,UK Hydrographic Office
,240410,UKHO ID,7151,UK Hydrographic Office
,507001,UKHO ID,7148,UK Hydrographic Office
,240202,UKHO ID,7147,UK Hydrographic Office
,518389,UKHO ID,7146,UK Hydrographic Office
,272141,UKHO ID,7144,UK Hydrographic Office
,518335,UKHO ID,7128,UK Hydrographic Office
,506757,UKHO ID,7127,UK Hydrographic Office
,506365,UKHO ID,7074,UK Hydrographic Office
,518338,UKHO ID,7070,UK Hydrographic Office
,518329,UKHO ID,7066,UK Hydrographic Office
,507003,UKHO ID,7059,UK Hydrographic Office
,506759,UKHO ID,7049,UK Hydrographic Office
,518334,UKHO ID,7036,UK Hydrographic Office
,515798,UKHO ID,7030,UK Hydrographic Office
,515797,UKHO ID,7028,UK Hydrographic Office
,272118,UKHO ID,7025,UK Hydrographic Office
,272116,UKHO ID,7021,UK Hydrographic Office
,518339,UKHO ID,7018,UK Hydrographic Office
,272255,UKHO ID,7006,UK Hydrographic Office
,515796,UKHO ID,7002,UK Hydrographic Office
,274876,UKHO ID,7000,UK Hydrographic Office
,518340,UKHO ID,6994,UK Hydrographic Office
,518373,UKHO ID,6987,UK Hydrographic Office
,271657,UKHO ID,6986,UK Hydrographic Office
,518369,UKHO ID,6985,UK Hydrographic Office
