NMRW_Cultural_Period,External_Source,External_Identifier_Type,KMSQ,NMRW_Evidence,NMRW_RCAHMW_Class,Description,Description_Type,Mapsheet,NMRW_External_XRef,NMRW_Heritage_Resource_Type,OSGB_Grid_Reference,Community,Old_County,Unitary_Authority,NMRW_Name,ResourceID
20th Century,,,SH4676,Documents,,Industrial Estate S of Llangefni,English Description,SH47NE,,INDUSTRIAL ESTATE,SH4635076100,Llangefni,Anglesey,Isle of Anglesey,"Bryn Cefni Industrial Estate, Llangefni",db869cd1-fe70-4ebf-9c1f-101437fcfab1
