ResourceID,Associated_Monuments,NPRN,Community,Description,Description_Type,ENTER_BY,ENTRYDATE,External_Identifier_Type,External_Source,Geometry,KMSQ,LASTUPDATE,Location_Accuracy,Mapsheet,Name_Type,NMRW_Cultural_Period,NMRW_Evidence,NMRW_External_XRef,NMRW_Heritage_Resource_Type,NMRW_Name,NMRW_RCAHMW_Class,Notes,Old_County,OSGB_Grid_Reference,Possible_Evidence,Possible_Period,Possible_RCCLASS,Possible_Type,Preference_Type,Preferred_Period,Relationship_type,Type Note,Unitary_Authority,UPD_BY,ResourceID
705034,,705034,Llangefni,Industrial Estate S of Llangefni,English Description,MP,19/01/1996,,,POINT (-4.3049183 53.259589),SH4676,19/01/1996,Grid reference taken at a central point within extensive site or complex,SH47NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Bryn Cefni Industrial Estate, Llangefni",,,Anglesey,SH4635076100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Isle of Anglesey,MP,705034
