NUMLINK,ResourceID,NMRW_RCAHMW_Class,Possible_RCCLASS
6027320,5026,10C,Not Applicable
6027319,5027,10C,Not Applicable
6027318,5028,10C,Not Applicable
6027317,5029,10C,Not Applicable
6027316,5030,10C,Not Applicable
6027315,5031,10C,Not Applicable
6027314,5032,10C,Not Applicable
6027313,5033,10C,Not Applicable
6027312,5034,10C,Not Applicable
6027311,5035,10C,Not Applicable
6027310,5036,10F,Not Applicable
6027310,5036,10C,Not Applicable
6027309,5037,10C,Not Applicable
6027308,5038,10C,Not Applicable
6027174,5039,10C,Not Applicable
6027173,5040,10C,Not Applicable
6027172,5041,10C,Not Applicable
6027171,5042,10C,Not Applicable
6027170,5043,10C,Not Applicable
6027169,5044,10C,Not Applicable
6027168,5045,10C,Not Applicable
6027167,5046,10C,Not Applicable
6027166,5047,10C,Not Applicable
6027307,5048,10C,Not Applicable
6027306,5049,10C,Not Applicable
6027305,5050,10C,Not Applicable
6027304,5051,10C,Not Applicable
6027303,5052,10C,Not Applicable
6027302,5053,10C,Not Applicable
6027301,5054,10C,Not Applicable
6027300,5055,10C,Not Applicable
6027183,5056,10C,Not Applicable
6027182,5057,10C,Not Applicable
6027181,5058,10C,Not Applicable
6027180,5059,10C,Not Applicable
6027179,5060,10C,Not Applicable
6027178,5061,10C,Not Applicable
6027177,5062,10C,Not Applicable
6029226,5063,10C,Not Applicable
6030434,5064,10D,Not Applicable
6030353,5065,10C,Not Applicable
6033031,5066,10C,Not Applicable
6032886,5067,10C,Not Applicable
6030913,5068,10C,Not Applicable
6028504,5069,10C,Not Applicable
6026901,5070,10F,Not Applicable
6026963,5071,10C,Not Applicable
6027075,5072,10C,Not Applicable
6029225,5073,10C,Not Applicable
6024237,5074,10C,Not Applicable
6027176,5075,10C,Not Applicable
6027175,5076,10C,Not Applicable
6027074,5078,10C,Not Applicable
6027033,5079,10C,Not Applicable
6063128,5080,10C,Not Applicable
6027057,5081,10C,Not Applicable
6024204,5082,10C,Not Applicable
6025564,5083,10A,Not Applicable
6029224,5084,18E,Not Applicable
6029223,5085,10C,Not Applicable
6029222,5086,10C,Not Applicable
6029221,5087,10C,Not Applicable
6029220,5088,10C,Not Applicable
6029219,5089,10C,Not Applicable
6032791,5090,10C,Not Applicable
6029218,5091,10C,Not Applicable
6030516,5092,10C,Not Applicable
6028662,5093,10C,Not Applicable
6026367,5094,10F,Not Applicable
6025613,5095,10C,Not Applicable
6028204,5096,10C,Not Applicable
6028487,5097,10C,Not Applicable
6029217,5098,10C,Not Applicable
6027263,5099,10C,Not Applicable
6027262,5100,10C,Not Applicable
6027261,5101,10C,Not Applicable
6027260,5102,10C,Not Applicable
6027259,5103,10C,Not Applicable
6027258,5104,10C,Not Applicable
6027257,5105,10C,Not Applicable
6027256,5106,10C,Not Applicable
6027255,5107,10C,Not Applicable
6028352,5108,10C,Not Applicable
6028351,5109,10C,Not Applicable
6024236,5110,10C,Not Applicable
6024205,5111,10C,Not Applicable
6024229,5112,10C,Not Applicable
6030736,5113,10C,Not Applicable
6025568,5114,10C,Not Applicable
6027254,5115,10C,Not Applicable
6027253,5116,10C,Not Applicable
6024228,5117,10C,Not Applicable
6029216,5118,10C,Not Applicable
6025751,5119,10C,Not Applicable
6027073,5120,10C,Not Applicable
6032750,5121,10C,Not Applicable
6030580,5122,10C,Not Applicable
6025638,5123,10C,Not Applicable
6026899,5124,10C,Not Applicable
6030966,5125,10C,Not Applicable
6032726,5126,10C,Not Applicable
6032727,5127,10B,Not Applicable
6032727,5127,10C,Not Applicable
6030352,5128,10C,Not Applicable
6028567,5129,10C,Not Applicable
6024897,5130,10C,Not Applicable
6026898,5131,10C,Not Applicable
6033097,5132,10C,Not Applicable
6025742,5133,10C,Not Applicable
6027745,5134,10C,Not Applicable
6030335,5135,10C,Not Applicable
6028203,5136,10C,Not Applicable
6025386,5137,10C,Not Applicable
6030292,5138,10C,Not Applicable
6026911,5139,10C,Not Applicable
6029215,5140,10F,Not Applicable
6003868,5141,10C,Not Applicable
6032864,5142,10C,Not Applicable
6027067,5143,10C,Not Applicable
6027252,5144,10C,Not Applicable
6028942,5145,10F,Not Applicable
6028503,5146,10C,Not Applicable
6027066,5147,10C,Not Applicable
6024227,5148,10C,Not Applicable
6024226,5149,10C,Not Applicable
6024225,5150,10C,Not Applicable
6027251,5151,10C,Not Applicable
6027250,5152,10C,Not Applicable
6027249,5153,10C,Not Applicable
6027248,5154,10C,Not Applicable
6027247,5155,10C,Not Applicable
6027246,5156,10C,Not Applicable
6027245,5157,10C,Not Applicable
6028941,5158,10C,Not Applicable
6028940,5159,10C,Not Applicable
6028939,5160,10C,Not Applicable
6028938,5161,10C,Not Applicable
6029214,5162,10C,Not Applicable
6029213,5163,10C,Not Applicable
6029212,5164,10C,Not Applicable
6029211,5165,10F,Not Applicable
6029210,5166,10C,Not Applicable
6029209,5167,10C,Not Applicable
6029208,5168,10F,Not Applicable
6029207,5169,10C,Not Applicable
6029200,5170,10C,Not Applicable
6029199,5171,10C,Not Applicable
6029198,5172,10C,Not Applicable
6029197,5173,10C,Not Applicable
6029196,5174,10C,Not Applicable
6030943,5175,10C,Not Applicable
6029195,5176,10C,Not Applicable
6029194,5177,10C,Not Applicable
6029193,5178,10C,Not Applicable
6029192,5179,10C,Not Applicable
6030914,5180,10E,Not Applicable
6030531,5181,10C,Not Applicable
6032984,5182,10C,Not Applicable
6030942,5183,10C,Not Applicable
6032612,5184,10C,Not Applicable
6032389,5186,10C,Not Applicable
6024224,5187,10C,Not Applicable
6030530,5188,10C,Not Applicable
6030424,5189,10C,Not Applicable
6030529,5190,10C,Not Applicable
6028661,5191,10C,Not Applicable
6030351,5192,10C,Not Applicable
6030513,5193,10C,Not Applicable
6030965,5194,10C,Not Applicable
6030592,5195,10C,Not Applicable
6027048,5196,10C,Not Applicable
6032767,5197,10C,Not Applicable
6028591,5198,10C,Not Applicable
6028409,5199,10C,Not Applicable
6030591,5200,10C,Not Applicable
6025831,5201,10C,Not Applicable
6029206,5202,10C,Not Applicable
6030915,5203,10C,Not Applicable
6026950,5204,10C,Not Applicable
6028350,5205,10C,Not Applicable
6032596,5206,10C,Not Applicable
6032769,5207,10C,Not Applicable
6032597,5208,10C,Not Applicable
6024223,5209,10C,Not Applicable
6030517,5210,10C,Not Applicable
6028121,5211,10C,Not Applicable
6032837,5212,12D,Not Applicable
6032837,5212,10C,Not Applicable
6030667,5213,10C,Not Applicable
6024809,5214,10C,Not Applicable
6032885,5215,10C,Not Applicable
6032838,5216,10C,Not Applicable
6030571,5217,10C,Not Applicable
6032884,5218,10C,Not Applicable
6032598,5219,10C,Not Applicable
6027243,5221,10C,Not Applicable
6027242,5222,10C,Not Applicable
6027241,5223,10C,Not Applicable
6027240,5224,10C,Not Applicable
6027239,5225,10C,Not Applicable
6027238,5226,10C,Not Applicable
6027237,5227,10C,Not Applicable
6027236,5228,10C,Not Applicable
6027235,5229,10C,Not Applicable
6032839,5230,10C,Not Applicable
6027234,5231,10C,Not Applicable
6030336,5232,10C,Not Applicable
6030528,5233,10C,Not Applicable
6029205,5234,10F,Not Applicable
6029204,5235,10F,Not Applicable
6033032,5236,10B,Not Applicable
6033035,5237,10C,Not Applicable
6026910,5238,10C,Not Applicable
6031070,5239,10C,Not Applicable
6030386,5241,10C,Not Applicable
6028410,5242,10C,Not Applicable
6030964,5243,10C,Not Applicable
6026951,5244,12F,Not Applicable
6032847,5245,10C,Not Applicable
6032768,5246,10C,Not Applicable
6032766,5247,10C,Not Applicable
6032751,5248,10C,Not Applicable
6024222,5249,10C,Not Applicable
6024214,5250,10C,Not Applicable
6028530,5251,10C,Not Applicable
6028652,5252,10C,Not Applicable
6030646,5253,10C,Not Applicable
6027047,5254,10C,Not Applicable
6030941,5255,10C,Not Applicable
6032765,5256,10C,Not Applicable
6032752,5257,10C,Not Applicable
6032764,5258,10C,Not Applicable
6032753,5259,10C,Not Applicable
6026902,5260,10C,Not Applicable
6027065,5261,10C,Not Applicable
6029203,5262,10C,Not Applicable
6030741,5263,10C,Not Applicable
6029202,5264,10C,Not Applicable
6027123,5266,10C,Not Applicable
6026909,5267,10C,Not Applicable
6024235,5268,10C,Not Applicable
6029201,5269,10C,Not Applicable
6030804,5270,10C,Not Applicable
6030940,5271,10C,Not Applicable
6030647,5272,10C,Not Applicable
6028605,5273,10C,Not Applicable
6030337,5274,10C,Not Applicable
6009081,5275,10C,Not Applicable
6009080,5276,10C,Not Applicable
6032790,5277,10C,Not Applicable
6032789,5278,10C,Not Applicable
6025881,5279,10C,Not Applicable
6025882,5280,10C,Not Applicable
6025883,5282,10C,Not Applicable
6025880,5283,10C,Not Applicable
6025861,5284,10C,Not Applicable
6025879,5285,10C,Not Applicable
6025750,5286,10C,Not Applicable
6025749,5287,10C,Not Applicable
6025878,5288,10C,Not Applicable
6025877,5290,10C,Not Applicable
6028349,5291,10C,Not Applicable
6024814,5292,10C,Not Applicable
6030442,5293,10C,Not Applicable
6025748,5294,10C,Not Applicable
6032763,5295,10C,Not Applicable
6029191,5296,10C,Not Applicable
6028417,5297,10C,Not Applicable
6027046,5299,10C,Not Applicable
6024917,5300,10C,Not Applicable
6028660,5301,10C,Not Applicable
6027064,5303,10D,Not Applicable
6024234,5305,10C,Not Applicable
6024898,5306,10C,Not Applicable
6025614,5307,10C,Not Applicable
6032607,5308,10C,Not Applicable
6025635,5309,10C,Not Applicable
6028566,5310,10C,Not Applicable
6029189,5311,10C,Not Applicable
6030963,5312,10C,Not Applicable
6030527,5313,10C,Not Applicable
6029188,5314,10C,Not Applicable
6029187,5315,10C,Not Applicable
6029186,5316,10C,Not Applicable
6025637,5317,10C,Not Applicable
6025636,5318,10C,Not Applicable
6026907,5319,10C,Not Applicable
6028348,5320,10C,Not Applicable
6028347,5321,10C,Not Applicable
6028277,5322,10C,Not Applicable
6030388,5323,10C,Not Applicable
6030962,5324,10C,Not Applicable
6030380,5326,10C,Not Applicable
6029185,5327,10C,Not Applicable
6023716,5328,10C,Not Applicable
6030645,5329,10C,Not Applicable
6028416,5330,10C,Not Applicable
6028415,5331,10C,Not Applicable
6024328,5332,10C,Not Applicable
6032728,5333,10C,Not Applicable
6028201,5334,10C,Not Applicable
6028565,5335,10C,Not Applicable
6028563,5336,10C,Not Applicable
6028562,5337,10C,Not Applicable
6028531,5338,10C,Not Applicable
6030425,5339,10C,Not Applicable
6030433,5340,10C,Not Applicable
6028604,5341,10C,Not Applicable
6030509,5342,10C,Not Applicable
6032606,5343,10C,Not Applicable
6029171,5344,10C,Not Applicable
6029170,5345,10C,Not Applicable
6028529,5346,10C,Not Applicable
6028650,5347,10C,Not Applicable
6028651,5348,10C,Not Applicable
6032390,5349,10C,Not Applicable
6028276,5350,10C,Not Applicable
6030916,5351,10C,Not Applicable
6030350,5352,10C,Not Applicable
6030961,5353,10C,Not Applicable
6030939,5354,10C,Not Applicable
6030727,5355,10C,Not Applicable
6028428,5356,10C,Not Applicable
6026964,5357,10C,Not Applicable
6024808,5358,10C,Not Applicable
6032883,5359,10C,Not Applicable
6032846,5360,10C,Not Applicable
6030917,5361,10C,Not Applicable
6030938,5362,10C,Not Applicable
6027045,5363,10C,Not Applicable
6030918,5364,10C,Not Applicable
6030581,5365,10C,Not Applicable
6030385,5366,10C,Not Applicable
6028370,5367,10C,Not Applicable
6032882,5369,10C,Not Applicable
6027233,5370,10C,Not Applicable
6027124,5371,10C,Not Applicable
6025876,5372,10C,Not Applicable
6031195,5373,10C,Not Applicable
6030349,5374,10C,Not Applicable
6032605,5375,10C,Not Applicable
6032604,5376,10C,Not Applicable
6024910,5377,10C,Not Applicable
6027232,5378,10C,Not Applicable
6031071,5379,10C,Not Applicable
6028200,5380,10C,Not Applicable
6027231,5381,10C,Not Applicable
6024233,5382,10C,Not Applicable
6026908,5383,10C,Not Applicable
6029169,5384,10C,Not Applicable
6029168,5385,10C,Not Applicable
6029167,5386,10C,Not Applicable
6029166,5387,10C,Not Applicable
6029165,5388,10C,Not Applicable
6029164,5389,10C,Not Applicable
6029051,5390,10C,Not Applicable
6029184,5391,10C,Not Applicable
6029183,5392,10C,Not Applicable
6029182,5393,10C,Not Applicable
6029181,5394,10C,Not Applicable
6029180,5395,10C,Not Applicable
6029179,5396,10C,Not Applicable
6029178,5397,10C,Not Applicable
6029177,5398,10C,Not Applicable
6028346,5399,10C,Not Applicable
6029176,5400,10F,Not Applicable
6030809,5401,10C,Not Applicable
6031196,5402,10C,Not Applicable
6027230,5403,10C,Not Applicable
6025875,5404,10C,Not Applicable
6028561,5405,10C,Not Applicable
6032845,5406,10C,Not Applicable
6032603,5407,10C,Not Applicable
6029175,5408,10C,Not Applicable
6028129,5410,10C,Not Applicable
6028345,5411,10C,Not Applicable
6026897,5412,10C,Not Applicable
6028275,5413,10C,Not Applicable
6028344,5414,10C,Not Applicable
6028343,5415,10C,Not Applicable
6030346,5416,10C,Not Applicable
6030590,5417,10C,Not Applicable
6027447,5418,10C,Not Applicable
6026965,5419,10C,Not Applicable
6028429,5420,10C,Not Applicable
6028414,5421,10C,Not Applicable
6030426,5422,10C,Not Applicable
6028342,5423,10C,Not Applicable
6029174,5425,10C,Not Applicable
6027063,5426,10C,Not Applicable
6030991,5427,10C,Not Applicable
6030990,5428,10C,Not Applicable
6029173,5429,10C,Not Applicable
6030576,5430,10C,Not Applicable
6031080,5431,10C,Not Applicable
6031073,5432,10C,Not Applicable
6029172,5433,10C,Not Applicable
6030345,5434,10C,Not Applicable
6032446,5435,10C,Not Applicable
6028526,5436,10C,Not Applicable
6030526,5437,10C,Not Applicable
6027044,5438,10C,Not Applicable
6029050,5439,10C,Not Applicable
6029049,5440,10C,Not Applicable
6029048,5441,10C,Not Applicable
6029047,5442,10C,Not Applicable
6028341,5443,10C,Not Applicable
6027128,5444,10C,Not Applicable
6028340,5445,10C,Not Applicable
6030937,5446,10C,Not Applicable
6028603,5447,10C,Not Applicable
6026979,5448,10C,Not Applicable
6026978,5449,10C,Not Applicable
6032602,5450,10C,Not Applicable
6032881,5451,10C,Not Applicable
6030525,5452,10C,Not Applicable
6024912,5453,10C,Not Applicable
6024911,5454,10G,Not Applicable
6024994,5455,10C,Not Applicable
6031079,5456,10C,Not Applicable
6024803,5457,10C,Not Applicable
6024802,5458,10C,Not Applicable
6024801,5459,10C,Not Applicable
6028602,5460,10C,Not Applicable
6028601,5461,10C,Not Applicable
6028600,5462,10C,Not Applicable
6030989,5463,10C,Not Applicable
6030649,5464,10C,Not Applicable
6027229,5465,10C,Not Applicable
6030988,5466,10C,Not Applicable
6028374,5467,10C,Not Applicable
6025801,5468,10C,Not Applicable
6030919,5469,10C,Not Applicable
6027126,5470,10G,Not Applicable
6027127,5471,10C,Not Applicable
6030648,5472,10C,Not Applicable
6028274,5473,10C,Not Applicable
6029046,5474,10C,Not Applicable
6024232,5475,10C,Not Applicable
6028599,5476,10C,Not Applicable
6027062,5477,10C,Not Applicable
6030825,5478,10C,Not Applicable
6030824,5479,10C,Not Applicable
6028560,5480,10C,Not Applicable
6026896,5481,10C,Not Applicable
6028598,5483,10C,Not Applicable
6027122,5484,10C,Not Applicable
6027125,5485,10C,Not Applicable
6027228,5486,10C,Not Applicable
6030987,5487,10C,Not Applicable
6030986,5488,10C,Not Applicable
6033268,5489,10F,Not Applicable
6030985,5490,10C,Not Applicable
6027061,5491,10C,Not Applicable
6026966,5492,10C,Not Applicable
6027227,5493,10C,Not Applicable
6029045,5495,10C,Not Applicable
6029045,5495,11E,Not Applicable
6029044,5496,10C,Not Applicable
6029043,5497,10C,Not Applicable
6029042,5498,10C,Not Applicable
6029041,5499,10C,Not Applicable
6029040,5500,10C,Not Applicable
6029039,5501,10C,Not Applicable
6029037,5503,10C,Not Applicable
6029036,5504,10C,Not Applicable
6029035,5505,10C,Not Applicable
6029034,5506,10C,Not Applicable
6029033,5507,10C,Not Applicable
6029032,5508,10C,Not Applicable
6029031,5509,10C,Not Applicable
6029030,5510,10C,Not Applicable
6029029,5512,10C,Not Applicable
6029028,5514,10C,Not Applicable
6029027,5515,10C,Not Applicable
6029026,5516,10C,Not Applicable
6029025,5517,10C,Not Applicable
6029024,5518,10C,Not Applicable
6029023,5519,10C,Not Applicable
6029022,5520,10C,Not Applicable
6029021,5521,10C,Not Applicable
6029019,5523,10C,Not Applicable
6029018,5524,10C,Not Applicable
6029017,5526,10C,Not Applicable
6029016,5527,10C,Not Applicable
6029015,5530,10A,Not Applicable
6029014,5531,10C,Not Applicable
6029013,5532,10C,Not Applicable
6029012,5533,10C,Not Applicable
6029011,5534,10C,Not Applicable
6029010,5535,10C,Not Applicable
6028339,5536,10C,Not Applicable
6027226,5537,10C,Not Applicable
6027225,5538,10C,Not Applicable
6027224,5539,10C,Not Applicable
6027223,5540,10C,Not Applicable
6027222,5541,10C,Not Applicable
6027221,5542,10C,Not Applicable
6027220,5543,10C,Not Applicable
6027219,5544,10C,Not Applicable
6027218,5545,10C,Not Applicable
6027217,5546,10C,Not Applicable
6027216,5547,10C,Not Applicable
6024231,5548,10C,Not Applicable
6024230,5549,10C,Not Applicable
6032762,5550,10C,Not Applicable
6031194,5551,10C,Not Applicable
6031182,5552,10C,Not Applicable
6030441,5553,10C,Not Applicable
6032555,5554,10C,Not Applicable
6030432,5555,10C,Not Applicable
6032761,5556,10C,Not Applicable
6030589,5557,10C,Not Applicable
6026906,5558,10C,Not Applicable
6030431,5559,10C,Not Applicable
6028273,5561,10C,Not Applicable
6027042,5562,10C,Not Applicable
6031183,5563,10C,Not Applicable
6025623,5564,10C,Not Applicable
6025622,5565,10C,Not Applicable
6025621,5566,10C,Not Applicable
6032760,5567,10C,Not Applicable
6032759,5568,10C,Not Applicable
6030383,5569,10C,Not Applicable
6027060,5570,10C,Not Applicable
6027072,5573,10C,Not Applicable
6028272,5574,10C,Not Applicable
6030928,5576,10C,Not Applicable
6032865,5577,10C,Not Applicable
6032983,5578,10C,Not Applicable
6032880,5579,10G,Not Applicable
6032866,5580,10G,Not Applicable
6032875,5581,10G,Not Applicable
6032874,5582,10C,Not Applicable
