ResourceID,External_Identifier_Type,NMRW_External_Xref,External_Source,ResourceID
48dd4c98-85be-45b8-b360-bb43e1ae72a1,UKHO ID,12281,UK Hydrographic Office,48dd4c98-85be-45b8-b360-bb43e1ae72a1
491c9b5d-0740-4781-b06d-dc54c66a30ec,UKHO ID,7502,UK Hydrographic Office,491c9b5d-0740-4781-b06d-dc54c66a30ec
493ca2f8-5427-43ea-8a57-a947559ea644,UKHO ID,12428,UK Hydrographic Office,493ca2f8-5427-43ea-8a57-a947559ea644
49940674-b1dc-4fcd-a790-04d07ce2750a,UKHO ID,11953,UK Hydrographic Office,49940674-b1dc-4fcd-a790-04d07ce2750a
49c4098d-cfe6-4893-b17f-b738b3d73126,UKHO ID,11905,UK Hydrographic Office,49c4098d-cfe6-4893-b17f-b738b3d73126
4a3485f6-8d48-4b08-a9b4-6109cc15cecb,UKHO ID,10058,UK Hydrographic Office,4a3485f6-8d48-4b08-a9b4-6109cc15cecb
4ad6bc9f-0582-4faf-92b0-fa97c513e3d5,UKHO ID,8200,UK Hydrographic Office,4ad6bc9f-0582-4faf-92b0-fa97c513e3d5
4b1cb742-917e-46ae-bfd4-ebd12ee6b904,UKHO ID,11659,UK Hydrographic Office,4b1cb742-917e-46ae-bfd4-ebd12ee6b904
4b244984-1e18-438d-82fc-983db0e4f393,UKHO ID,8204,UK Hydrographic Office,4b244984-1e18-438d-82fc-983db0e4f393
4b37e853-0264-4aa4-8bfb-dc72745098c3,UKHO ID,9892,UK Hydrographic Office,4b37e853-0264-4aa4-8bfb-dc72745098c3
4bc79cb9-2aa4-4c9c-bb4e-5156bd489232,UKHO ID,57907,UK Hydrographic Office,4bc79cb9-2aa4-4c9c-bb4e-5156bd489232
4c4ede2a-ebb9-490c-aac8-b3b9957b876c,UKHO ID,9972,UK Hydrographic Office,4c4ede2a-ebb9-490c-aac8-b3b9957b876c
4cb155ee-d724-48c8-ab82-962c51dd386d,UKHO ID,8213,UK Hydrographic Office,4cb155ee-d724-48c8-ab82-962c51dd386d
4cb7500d-7422-41fb-a573-8213cadb2704,UKHO ID,12530,UK Hydrographic Office,4cb7500d-7422-41fb-a573-8213cadb2704
4dd0ace4-d5d4-4f14-bcc2-d914efbcab8a,UKHO ID,9866,UK Hydrographic Office,4dd0ace4-d5d4-4f14-bcc2-d914efbcab8a
4e7267ae-4548-49e1-8842-bd918db4ffe4,UKHO ID,11684,UK Hydrographic Office,4e7267ae-4548-49e1-8842-bd918db4ffe4
4e9b0cfb-98bf-4814-a2a9-8c5cd4de03d6,UKHO ID,7059,UK Hydrographic Office,4e9b0cfb-98bf-4814-a2a9-8c5cd4de03d6
4fea67d7-962d-40aa-a25b-3d5e185d6b1b,UKHO ID,12026,UK Hydrographic Office,4fea67d7-962d-40aa-a25b-3d5e185d6b1b
514b4ff2-d43f-4e5b-8463-4793dd8943b9,UKHO ID,12005,UK Hydrographic Office,514b4ff2-d43f-4e5b-8463-4793dd8943b9
51b5f3fd-0127-4e9d-bd3c-ee49ca3ba7db,UKHO ID,12028,UK Hydrographic Office,51b5f3fd-0127-4e9d-bd3c-ee49ca3ba7db
51cde7c5-28c4-4e29-8c3e-d7eac65db4a4,UKHO ID,12008,UK Hydrographic Office,51cde7c5-28c4-4e29-8c3e-d7eac65db4a4
51f08892-d9d2-47e3-9dac-4564c91e529b,UKHO ID,7454,UK Hydrographic Office,51f08892-d9d2-47e3-9dac-4564c91e529b
52e9292a-36ea-48ad-a7a0-8fbf97de2616,UKHO ID,12450,UK Hydrographic Office,52e9292a-36ea-48ad-a7a0-8fbf97de2616
532c8b65-32fb-488f-8af0-aa107a251770,UKHO ID,11974,UK Hydrographic Office,532c8b65-32fb-488f-8af0-aa107a251770
53fba0e0-822b-4787-b3a9-c5d5320a837e,UKHO ID,10030,UK Hydrographic Office,53fba0e0-822b-4787-b3a9-c5d5320a837e
5401b8c7-2119-4713-b53f-638213b28dd9,UKHO ID,57740,UK Hydrographic Office,5401b8c7-2119-4713-b53f-638213b28dd9
54790406-56c1-462e-8179-a0114535decd,UKHO ID,12093,UK Hydrographic Office,54790406-56c1-462e-8179-a0114535decd
550e316a-e5dd-4ece-8498-80268e964b3d,UKHO ID,7049,UK Hydrographic Office,550e316a-e5dd-4ece-8498-80268e964b3d
55771291-6dde-4020-8442-69557bfddc86,UKHO ID,7965,UK Hydrographic Office,55771291-6dde-4020-8442-69557bfddc86
55930dec-2b95-4b57-a07c-2d16428d75ad,UKHO ID,12506,UK Hydrographic Office,55930dec-2b95-4b57-a07c-2d16428d75ad
55ade567-2bca-4af5-9cc6-571953267617,UKHO ID,12523,UK Hydrographic Office,55ade567-2bca-4af5-9cc6-571953267617
56d67031-ed3e-4016-a6bd-930038ddfc6a,UKHO ID,11958,UK Hydrographic Office,56d67031-ed3e-4016-a6bd-930038ddfc6a
573e1200-7d3a-447d-b432-6dd6dad601d9,UKHO ID,12159,UK Hydrographic Office,573e1200-7d3a-447d-b432-6dd6dad601d9
575fa8b3-4322-4fb7-91f1-4c948b8d671d,UKHO ID,12324,UK Hydrographic Office,575fa8b3-4322-4fb7-91f1-4c948b8d671d
57711347-651e-46b2-9b4d-34591450741e,UKHO ID,10071,UK Hydrographic Office,57711347-651e-46b2-9b4d-34591450741e
577f7bb0-4d9a-4d14-a05f-0766cb33516a,UKHO ID,9975,UK Hydrographic Office,577f7bb0-4d9a-4d14-a05f-0766cb33516a
5795a816-974c-4fb3-807a-5b8db14a7703,UKHO ID,12570,UK Hydrographic Office,5795a816-974c-4fb3-807a-5b8db14a7703
57a84614-9cc4-4021-9222-e1775ce3045b,UKHO ID,10104,UK Hydrographic Office,57a84614-9cc4-4021-9222-e1775ce3045b
58032d5b-9d78-49c1-afea-9db5aa8907fe,UKHO ID,12162,UK Hydrographic Office,58032d5b-9d78-49c1-afea-9db5aa8907fe
581fdb9b-78db-4e96-9a58-e5c24df488da,UKHO ID,8217,UK Hydrographic Office,581fdb9b-78db-4e96-9a58-e5c24df488da
5831937a-22c3-4552-a69d-c4dffae51c24,UKHO ID,12482,UK Hydrographic Office,5831937a-22c3-4552-a69d-c4dffae51c24
5841b755-fba6-439d-a517-90a57aa2de04,UKHO ID,7312,UK Hydrographic Office,5841b755-fba6-439d-a517-90a57aa2de04
588c29da-4a5d-4d77-a884-881dd749c888,UKHO ID,10115,UK Hydrographic Office,588c29da-4a5d-4d77-a884-881dd749c888
588c8c3e-d2cf-4cbe-bc72-b00c4bc127d5,UKHO ID,12274,UK Hydrographic Office,588c8c3e-d2cf-4cbe-bc72-b00c4bc127d5
588fcfd6-e2b1-4e83-8f3b-173afffbfed7,UKHO ID,12048,UK Hydrographic Office,588fcfd6-e2b1-4e83-8f3b-173afffbfed7
59b55920-0b5f-4338-bb5d-992350799e20,UKHO ID,7332,UK Hydrographic Office,59b55920-0b5f-4338-bb5d-992350799e20
5a683e7a-c677-45cd-9a1d-84860210b7b6,UKHO ID,10096,UK Hydrographic Office,5a683e7a-c677-45cd-9a1d-84860210b7b6
5b00da94-a570-421e-8e2e-298bf25b706b,UKHO ID,10014,UK Hydrographic Office,5b00da94-a570-421e-8e2e-298bf25b706b
5b5fd46b-5f3f-4d33-9719-75f4451afbc3,UKHO ID,12299,UK Hydrographic Office,5b5fd46b-5f3f-4d33-9719-75f4451afbc3
5bba2742-859e-423a-8de7-f479bdf67196,UKHO ID,12442,UK Hydrographic Office,5bba2742-859e-423a-8de7-f479bdf67196
5c8031d2-2188-4bcd-881b-45e36a83508d,UKHO ID,11991,UK Hydrographic Office,5c8031d2-2188-4bcd-881b-45e36a83508d
5c8d0260-2f01-4e50-8bc1-179ab36c5556,UKHO ID,12105,UK Hydrographic Office,5c8d0260-2f01-4e50-8bc1-179ab36c5556
5cbe8864-0aaa-4b54-a73f-265f2a5f6fe2,UKHO ID,7255,UK Hydrographic Office,5cbe8864-0aaa-4b54-a73f-265f2a5f6fe2
5cd9a5fb-e3f7-480f-850a-c3598d9b196e,UKHO ID,57907,UK Hydrographic Office,5cd9a5fb-e3f7-480f-850a-c3598d9b196e
5d1171f8-6f27-4931-beb7-3b10f21e420a,UKHO ID,10117,UK Hydrographic Office,5d1171f8-6f27-4931-beb7-3b10f21e420a
5d4009e3-2c9b-4a55-95e7-8b7031550cf7,UKHO ID,8202,UK Hydrographic Office,5d4009e3-2c9b-4a55-95e7-8b7031550cf7
5d544901-526a-471d-aba4-d3e33ba86284,UKHO ID,11819,UK Hydrographic Office,5d544901-526a-471d-aba4-d3e33ba86284
5e0e9ad0-f1b3-44b6-aa4c-cfcc1e47d189,UKHO ID,8321,UK Hydrographic Office,5e0e9ad0-f1b3-44b6-aa4c-cfcc1e47d189
5e47dc84-275c-4a15-af94-50751efd75bc,UKHO ID,7418,UK Hydrographic Office,5e47dc84-275c-4a15-af94-50751efd75bc
5e8b21cc-fd5d-4c73-8ff3-0feea4928770,UKHO ID,8323,UK Hydrographic Office,5e8b21cc-fd5d-4c73-8ff3-0feea4928770
5eba518b-e4e4-4268-8044-ff2407068208,UKHO ID,11909,UK Hydrographic Office,5eba518b-e4e4-4268-8044-ff2407068208
5ed443c1-f058-4d98-b231-7b2c0ac0885e,UKHO ID,9876,UK Hydrographic Office,5ed443c1-f058-4d98-b231-7b2c0ac0885e
5f42243f-f484-460b-90b8-ccb2d5d7c22e,UKHO ID,57742,UK Hydrographic Office,5f42243f-f484-460b-90b8-ccb2d5d7c22e
5fceee00-8310-4fdd-b9b0-ac77bd42af3a,UKHO ID,9922,UK Hydrographic Office,5fceee00-8310-4fdd-b9b0-ac77bd42af3a
5fd396bc-7526-48c4-979f-42d974f9996a,UKHO ID,8216,UK Hydrographic Office,5fd396bc-7526-48c4-979f-42d974f9996a
6016073a-2e4d-4336-ba39-4800a72987c7,UKHO ID,12272,UK Hydrographic Office,6016073a-2e4d-4336-ba39-4800a72987c7
604aa199-4c12-49b0-b77a-d495f857c485,UKHO ID,7155,UK Hydrographic Office,604aa199-4c12-49b0-b77a-d495f857c485
617fc592-3850-48aa-a8f9-14503bbbd362,UKHO ID,12438,UK Hydrographic Office,617fc592-3850-48aa-a8f9-14503bbbd362
6208e305-fb20-4d62-a938-bca45fc7cdad,UKHO ID,9954,UK Hydrographic Office,6208e305-fb20-4d62-a938-bca45fc7cdad
62832d58-1ee3-4f59-be71-6514b4a66591,UKHO ID,7403,UK Hydrographic Office,62832d58-1ee3-4f59-be71-6514b4a66591
6299d2a3-4adf-4b2e-8360-e819ace74f48,UKHO ID,7316,UK Hydrographic Office,6299d2a3-4adf-4b2e-8360-e819ace74f48
62f756e5-e4ab-494e-a563-feae0f6f6fe0,UKHO ID,57797,UK Hydrographic Office,62f756e5-e4ab-494e-a563-feae0f6f6fe0
644249c6-7715-4f88-908d-63a2ebc6d0a2,UKHO ID,7372,UK Hydrographic Office,644249c6-7715-4f88-908d-63a2ebc6d0a2
648f8524-f95f-44a9-8d8b-920d1bf465f1,UKHO ID,11919,UK Hydrographic Office,648f8524-f95f-44a9-8d8b-920d1bf465f1
64cdf09a-1374-4967-8fec-e320c9a3a6ac,UKHO ID,8224,UK Hydrographic Office,64cdf09a-1374-4967-8fec-e320c9a3a6ac
6513c813-4a7f-4d2c-a576-57bb6a5256a2,UKHO ID,12141,UK Hydrographic Office,6513c813-4a7f-4d2c-a576-57bb6a5256a2
658c7ffb-5ae6-4fce-b8c7-df0d18d9813d,UKHO ID,7379,UK Hydrographic Office,658c7ffb-5ae6-4fce-b8c7-df0d18d9813d
65ec0c83-9373-4823-b0f3-1b5bd85b4b85,UKHO ID,10016,UK Hydrographic Office,65ec0c83-9373-4823-b0f3-1b5bd85b4b85
66165ab0-bd25-4d4c-9101-6e311e857585,UKHO ID,10034,UK Hydrographic Office,66165ab0-bd25-4d4c-9101-6e311e857585
6643cfd7-fa00-4b18-8959-bd1a7bff6a31,UKHO ID,12473,UK Hydrographic Office,6643cfd7-fa00-4b18-8959-bd1a7bff6a31
67bd5d62-217f-423b-8574-0a06581dbbf1,UKHO ID,12433,UK Hydrographic Office,67bd5d62-217f-423b-8574-0a06581dbbf1
6816ebe3-0ea4-496a-af3f-2615f3722adf,UKHO ID,16118,UK Hydrographic Office,6816ebe3-0ea4-496a-af3f-2615f3722adf
69076668-e4a7-4ac6-9911-686c02684cdb,UKHO ID,12172,UK Hydrographic Office,69076668-e4a7-4ac6-9911-686c02684cdb
690e44d1-a6b7-4acb-9ec0-b76f12b5eadd,UKHO ID,7268,UK Hydrographic Office,690e44d1-a6b7-4acb-9ec0-b76f12b5eadd
691e159d-e72d-4a9f-8563-a0543dcf0960,UKHO ID,11949,UK Hydrographic Office,691e159d-e72d-4a9f-8563-a0543dcf0960
698b904d-1f08-4d76-9bc2-350a1b626c10,UKHO ID,12170,UK Hydrographic Office,698b904d-1f08-4d76-9bc2-350a1b626c10
69f4673c-f59f-4a64-924c-c25aeae9b897,UKHO ID,7144,UK Hydrographic Office,69f4673c-f59f-4a64-924c-c25aeae9b897
6a2d0f0f-503a-48b6-975c-ee874252c317,UKHO ID,12325,UK Hydrographic Office,6a2d0f0f-503a-48b6-975c-ee874252c317
6a905246-d095-4946-a108-96a8e010b791,UKHO ID,12444,UK Hydrographic Office,6a905246-d095-4946-a108-96a8e010b791
6ae5c7cd-fdb8-4476-828b-30cb2b8d436c,UKHO ID,9994,UK Hydrographic Office,6ae5c7cd-fdb8-4476-828b-30cb2b8d436c
6b33c501-93e0-448e-ba71-97882aeca733,UKHO ID,12641,UK Hydrographic Office,6b33c501-93e0-448e-ba71-97882aeca733
6d198bce-452d-4acf-ad81-64b379f21267,UKHO ID,10088,UK Hydrographic Office,6d198bce-452d-4acf-ad81-64b379f21267
6d2e44e7-edc4-4de5-bd0a-c7d7127b78f7,UKHO ID,12109,UK Hydrographic Office,6d2e44e7-edc4-4de5-bd0a-c7d7127b78f7
6e3a3431-3df7-4e7a-8634-c666366d78a6,UKHO ID,10046,UK Hydrographic Office,6e3a3431-3df7-4e7a-8634-c666366d78a6
6ef6b1f1-3787-4257-b732-f52ecb64eb21,UKHO ID,16121,UK Hydrographic Office,6ef6b1f1-3787-4257-b732-f52ecb64eb21
710967a8-ad6b-48f9-b653-51d7df9339d6,UKHO ID,12125,UK Hydrographic Office,710967a8-ad6b-48f9-b653-51d7df9339d6
713a1cf4-9e7f-42df-9a81-802cfa0e9f4e,UKHO ID,12304,UK Hydrographic Office,713a1cf4-9e7f-42df-9a81-802cfa0e9f4e
716b6915-079c-4710-bf13-bd8d05e889aa,UKHO ID,12030,UK Hydrographic Office,716b6915-079c-4710-bf13-bd8d05e889aa
71a3f288-334f-4ebe-b28f-c4e4b8efa583,UKHO ID,8210,UK Hydrographic Office,71a3f288-334f-4ebe-b28f-c4e4b8efa583
71fd4f54-c12e-4615-acb5-6077b88424f0,UKHO ID,11930,UK Hydrographic Office,71fd4f54-c12e-4615-acb5-6077b88424f0
720c5753-9ee8-4847-b578-ac2e4f887d83,UKHO ID,7147,UK Hydrographic Office,720c5753-9ee8-4847-b578-ac2e4f887d83
722591f7-9a66-42c4-9f2f-d8b6df461fd1,UKHO ID,7215,UK Hydrographic Office,722591f7-9a66-42c4-9f2f-d8b6df461fd1
72667802-b062-4971-8552-7902952e4090,UKHO ID,7407,UK Hydrographic Office,72667802-b062-4971-8552-7902952e4090
7322a0ab-f9ed-4b7f-9d28-5a370e95f762,UKHO ID,7385,UK Hydrographic Office,7322a0ab-f9ed-4b7f-9d28-5a370e95f762
734dcc15-3a9e-44d2-bacb-ef296278f710,UKHO ID,12153,UK Hydrographic Office,734dcc15-3a9e-44d2-bacb-ef296278f710
73633c82-28d9-4931-8187-f06863fcbb08,UKHO ID,12080,UK Hydrographic Office,73633c82-28d9-4931-8187-f06863fcbb08
738ed02f-0f53-4d45-b020-1f1be59db1f1,UKHO ID,7956,UK Hydrographic Office,738ed02f-0f53-4d45-b020-1f1be59db1f1
7494049b-671c-4e9b-be4a-80d5b48f77cd,UKHO ID,7183,UK Hydrographic Office,7494049b-671c-4e9b-be4a-80d5b48f77cd
74ade8d8-b43e-485c-accf-b05f69d7b1ed,UKHO ID,12451,UK Hydrographic Office,74ade8d8-b43e-485c-accf-b05f69d7b1ed
74cd1184-e710-449b-b9bc-93c4d370bfc8,UKHO ID,58785,UK Hydrographic Office,74cd1184-e710-449b-b9bc-93c4d370bfc8
753710d0-b421-4aef-9ebc-11476ee02d9c,UKHO ID,7436,UK Hydrographic Office,753710d0-b421-4aef-9ebc-11476ee02d9c
7620ec22-8003-45b7-8559-65913841f2cf,UKHO ID,12310,UK Hydrographic Office,7620ec22-8003-45b7-8559-65913841f2cf
7723a419-9895-4846-9558-e443e23b928f,UKHO ID,7834,UK Hydrographic Office,7723a419-9895-4846-9558-e443e23b928f
77285fc2-de6b-49f8-8f35-8aaaded4062c,UKHO ID,11959,UK Hydrographic Office,77285fc2-de6b-49f8-8f35-8aaaded4062c
77547f75-2bf6-4501-a0f4-1182360d9c2f,UKHO ID,9903,UK Hydrographic Office,77547f75-2bf6-4501-a0f4-1182360d9c2f
77578f52-040d-42d0-b627-823d6cb9f454,UKHO ID,7328,UK Hydrographic Office,77578f52-040d-42d0-b627-823d6cb9f454
77d7af6e-9b40-40e6-93f1-34d5e4b83b75,UKHO ID,12264,UK Hydrographic Office,77d7af6e-9b40-40e6-93f1-34d5e4b83b75
780d0aab-a9e4-41f1-b8d4-fea98918b53d,UKHO ID,9950,UK Hydrographic Office,780d0aab-a9e4-41f1-b8d4-fea98918b53d
78684fb6-29a6-41b8-af91-942120ed32f5,UKHO ID,12063,UK Hydrographic Office,78684fb6-29a6-41b8-af91-942120ed32f5
78fba887-df97-4149-b65b-7037e88294a1,UKHO ID,7348,UK Hydrographic Office,78fba887-df97-4149-b65b-7037e88294a1
7918d9b2-5174-4987-a2bf-1c29ee64cc07,UKHO ID,9981,UK Hydrographic Office,7918d9b2-5174-4987-a2bf-1c29ee64cc07
79daf963-7559-470e-a827-425484c95a4f,UKHO ID,7151,UK Hydrographic Office,79daf963-7559-470e-a827-425484c95a4f
7a25312a-f54c-43dd-b356-f7302b843c8b,UKHO ID,8181,UK Hydrographic Office,7a25312a-f54c-43dd-b356-f7302b843c8b
7a8b7b66-37bf-4ede-bdb3-34179bd08e21,UKHO ID,64813,UK Hydrographic Office,7a8b7b66-37bf-4ede-bdb3-34179bd08e21
7b0a5a1d-1e29-4436-bee4-3e7f79dfa497,UKHO ID,11926,UK Hydrographic Office,7b0a5a1d-1e29-4436-bee4-3e7f79dfa497
7b158984-e427-4b9b-9691-67aefae49951,UKHO ID,11895,UK Hydrographic Office,7b158984-e427-4b9b-9691-67aefae49951
7c9d94e6-064b-4821-9c93-fd1822221c9d,UKHO ID,7362,UK Hydrographic Office,7c9d94e6-064b-4821-9c93-fd1822221c9d
7cce9de2-6872-4123-a134-9cba965b40e1,UKHO ID,12502,UK Hydrographic Office,7cce9de2-6872-4123-a134-9cba965b40e1
7e575f2b-493d-426a-ab87-f3088d3eb40b,UKHO ID,65433,UK Hydrographic Office,7e575f2b-493d-426a-ab87-f3088d3eb40b
7ea70bd5-17ce-4a20-8e77-b5502a5beb4e,UKHO ID,10112,UK Hydrographic Office,7ea70bd5-17ce-4a20-8e77-b5502a5beb4e
7ec19daa-7ef3-4692-aeb9-4576028f7864,UKHO ID,12436,UK Hydrographic Office,7ec19daa-7ef3-4692-aeb9-4576028f7864
7ed3698a-0f48-4051-887b-5c61e931f5d9,UKHO ID,8243,UK Hydrographic Office,7ed3698a-0f48-4051-887b-5c61e931f5d9
7f49358f-3474-4f0e-889a-feda5c404a64,UKHO ID,11921,UK Hydrographic Office,7f49358f-3474-4f0e-889a-feda5c404a64
7f941252-b226-46ff-b719-ced5fdbebf9a,UKHO ID,8237,UK Hydrographic Office,7f941252-b226-46ff-b719-ced5fdbebf9a
7fc4ecea-e933-42c0-849c-e0719279f682,UKHO ID,7494,UK Hydrographic Office,7fc4ecea-e933-42c0-849c-e0719279f682
8032b55c-d2dc-444e-85bb-7d42ac04d7b9,UKHO ID,9851,UK Hydrographic Office,8032b55c-d2dc-444e-85bb-7d42ac04d7b9
80b8cfff-0426-4f4e-bf0f-582d36fb4642,UKHO ID,7006,UK Hydrographic Office,80b8cfff-0426-4f4e-bf0f-582d36fb4642
81303c1e-ae37-458c-9776-a6f785750c4f,UKHO ID,12016,UK Hydrographic Office,81303c1e-ae37-458c-9776-a6f785750c4f
815128d4-2330-487c-8520-8bf223801cdf,UKHO ID,7954,UK Hydrographic Office,815128d4-2330-487c-8520-8bf223801cdf
81ce4946-d453-4aa1-aa00-6e3aaa19faf5,UKHO ID,10009,UK Hydrographic Office,81ce4946-d453-4aa1-aa00-6e3aaa19faf5
8241ca5d-bb79-4bbe-ba04-bc874d510d78,UKHO ID,8180,UK Hydrographic Office,8241ca5d-bb79-4bbe-ba04-bc874d510d78
824f46c8-c534-4d5b-a39d-fabc03a17e44,UKHO ID,8221,UK Hydrographic Office,824f46c8-c534-4d5b-a39d-fabc03a17e44
82fd9e42-5052-4fc6-94f2-941f13e599b6,UKHO ID,12570,UK Hydrographic Office,82fd9e42-5052-4fc6-94f2-941f13e599b6
831f00d1-69ab-4e75-a59a-230caa391e9c,UKHO ID,7446,UK Hydrographic Office,831f00d1-69ab-4e75-a59a-230caa391e9c
835601e8-f009-4a1c-96e8-8367f88d7f00,UKHO ID,12163,UK Hydrographic Office,835601e8-f009-4a1c-96e8-8367f88d7f00
83d6d029-5f6c-4d75-8325-266b5ed4f0e9,UKHO ID,12524,UK Hydrographic Office,83d6d029-5f6c-4d75-8325-266b5ed4f0e9
83ef68ce-6e86-4e02-8d34-f0da4a41e619,UKHO ID,10050,UK Hydrographic Office,83ef68ce-6e86-4e02-8d34-f0da4a41e619
84c8904a-7e2b-48d2-829b-b116d042e596,UKHO ID,57746,UK Hydrographic Office,84c8904a-7e2b-48d2-829b-b116d042e596
8581d441-d4e1-4fa2-8da1-e727b2027592,UKHO ID,12096,UK Hydrographic Office,8581d441-d4e1-4fa2-8da1-e727b2027592
87cad8d5-6419-4b46-b495-b2b1fe8f8271,UKHO ID,9959,UK Hydrographic Office,87cad8d5-6419-4b46-b495-b2b1fe8f8271
87f9dbb4-f613-4c80-b9db-2e0c9dd77b13,UKHO ID,11937,UK Hydrographic Office,87f9dbb4-f613-4c80-b9db-2e0c9dd77b13
883dcc82-b21a-4bda-9762-ba9913c4a67a,UKHO ID,12280,UK Hydrographic Office,883dcc82-b21a-4bda-9762-ba9913c4a67a
889f6c3d-538d-4862-8c69-f69f6e2e19dd,UKHO ID,7951,UK Hydrographic Office,889f6c3d-538d-4862-8c69-f69f6e2e19dd
88bf7163-ad57-4c4c-bd62-dd7323b33a77,UKHO ID,11968,UK Hydrographic Office,88bf7163-ad57-4c4c-bd62-dd7323b33a77
88ef0352-079d-402f-85e0-0d538f24c9b8,UKHO ID,9891,UK Hydrographic Office,88ef0352-079d-402f-85e0-0d538f24c9b8
88f29434-b686-4326-90a2-81443937c6fe,UKHO ID,11901,UK Hydrographic Office,88f29434-b686-4326-90a2-81443937c6fe
89075bbd-58c7-4aa7-b497-889703513a02,UKHO ID,12023,UK Hydrographic Office,89075bbd-58c7-4aa7-b497-889703513a02
892b5b04-6442-4072-880d-1fa9cc428a66,UKHO ID,58270,UK Hydrographic Office,892b5b04-6442-4072-880d-1fa9cc428a66
8a910ef6-e7f6-4d02-8515-af255f3008cf,UKHO ID,16129,UK Hydrographic Office,8a910ef6-e7f6-4d02-8515-af255f3008cf
8ad04a23-c457-47b6-9517-161a90d72041,UKHO ID,58212,UK Hydrographic Office,8ad04a23-c457-47b6-9517-161a90d72041
8aea9d34-881e-4551-b218-39ee97febd47,UKHO ID,12486,UK Hydrographic Office,8aea9d34-881e-4551-b218-39ee97febd47
8d7191cb-fafe-4e23-bb51-c7c4c870954f,UKHO ID,12457,UK Hydrographic Office,8d7191cb-fafe-4e23-bb51-c7c4c870954f
8d90b821-b5fd-4713-a00d-ef47e3d59450,UKHO ID,12047,UK Hydrographic Office,8d90b821-b5fd-4713-a00d-ef47e3d59450
8ddf7b86-9684-4883-9873-3d7111b2d21b,UKHO ID,11934,UK Hydrographic Office,8ddf7b86-9684-4883-9873-3d7111b2d21b
8e04cdd2-5fe8-4b1b-8452-3552345a014f,UKHO ID,9933,UK Hydrographic Office,8e04cdd2-5fe8-4b1b-8452-3552345a014f
8fd181a5-9c8c-4b90-a5cc-848b16a6d50b,UKHO ID,12437,UK Hydrographic Office,8fd181a5-9c8c-4b90-a5cc-848b16a6d50b
904caa88-3907-4808-bbcd-c725c64976c1,UKHO ID,12447,UK Hydrographic Office,904caa88-3907-4808-bbcd-c725c64976c1
90550141-00ef-4236-b531-ac760e29a1ca,UKHO ID,8154,UK Hydrographic Office,90550141-00ef-4236-b531-ac760e29a1ca
91b5065b-ac11-4d62-800d-f791b6a6e386,UKHO ID,10056,UK Hydrographic Office,91b5065b-ac11-4d62-800d-f791b6a6e386
922e5a9c-82b6-46b9-b591-5a161057afa0,UKHO ID,9984,UK Hydrographic Office,922e5a9c-82b6-46b9-b591-5a161057afa0
92ae6914-2e9e-4ceb-90b6-dbe9c5d2b03f,UKHO ID,11951,UK Hydrographic Office,92ae6914-2e9e-4ceb-90b6-dbe9c5d2b03f
92c8c26c-0b6b-4495-b70c-976e716ab604,UKHO ID,11960,UK Hydrographic Office,92c8c26c-0b6b-4495-b70c-976e716ab604
93622091-ebcc-41b8-84a2-ffbf568b0d45,UKHO ID,8148,UK Hydrographic Office,93622091-ebcc-41b8-84a2-ffbf568b0d45
93896d9a-2bf0-4dac-95df-17cd9d2c99de,UKHO ID,7346,UK Hydrographic Office,93896d9a-2bf0-4dac-95df-17cd9d2c99de
95382f60-0b6d-45c7-9d41-4af143d69f59,UKHO ID,11972,UK Hydrographic Office,95382f60-0b6d-45c7-9d41-4af143d69f59
95647032-f488-4638-b515-a00b789d98ec,UKHO ID,7317,UK Hydrographic Office,95647032-f488-4638-b515-a00b789d98ec
962a5897-4989-49f6-bc31-f40cd40b7c80,UKHO ID,12150,UK Hydrographic Office,962a5897-4989-49f6-bc31-f40cd40b7c80
97292263-99e9-43c2-a916-7663f60c8f35,UKHO ID,12012,UK Hydrographic Office,97292263-99e9-43c2-a916-7663f60c8f35
972961fa-2336-4769-9293-c5cc2d6186cf,UKHO ID,11900,UK Hydrographic Office,972961fa-2336-4769-9293-c5cc2d6186cf
979297d5-2ba9-4a84-bbfe-5b3946a19aa3,UKHO ID,8245,UK Hydrographic Office,979297d5-2ba9-4a84-bbfe-5b3946a19aa3
982117f1-c422-43d8-bf5f-8869a64572aa,UKHO ID,11876,UK Hydrographic Office,982117f1-c422-43d8-bf5f-8869a64572aa
9864f845-5772-4bf1-8543-9c08211b2d5e,UKHO ID,12306,UK Hydrographic Office,9864f845-5772-4bf1-8543-9c08211b2d5e
98e6e45a-49de-4a85-a146-015da4aa9890,UKHO ID,12466,UK Hydrographic Office,98e6e45a-49de-4a85-a146-015da4aa9890
98ea7d96-1836-4aec-ad9d-74608e0b7b7e,UKHO ID,16122,UK Hydrographic Office,98ea7d96-1836-4aec-ad9d-74608e0b7b7e
994a3b20-3560-429b-9f30-2e42646262a5,UKHO ID,58577,UK Hydrographic Office,994a3b20-3560-429b-9f30-2e42646262a5
99965547-054d-452d-ad6f-32d26accaa5e,UKHO ID,11649,UK Hydrographic Office,99965547-054d-452d-ad6f-32d26accaa5e
99c44c51-2111-4416-b469-fd0c419b80a7,UKHO ID,12143,UK Hydrographic Office,99c44c51-2111-4416-b469-fd0c419b80a7
9a92dd37-7562-420a-8215-451a5d6af89d,UKHO ID,7002,UK Hydrographic Office,9a92dd37-7562-420a-8215-451a5d6af89d
