ResourceID,OSGB_Grid_Reference,Geometry,ResourceID
09be2746-5c89-4b5c-b8a8-9a82fe425fe8,ST0360084200,POINT (-3.3916519 51.548428),09be2746-5c89-4b5c-b8a8-9a82fe425fe8
